ls11cd,la11nm,london_imd_rank,london_imd_decile,Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Barriers to Housing and Services Score,Living Environment Score
E01003598,Newham,1006,3,31.237,0.234,0.125,18.333,0.049,-0.328,48.802,22.126
E01003599,Newham,1018,3,31.152,0.201,0.102,21.49,-0.18,0.545,50.708,27.226
E01003600,Newham,677,2,34.336,0.204,0.131,22.996,0.214,0.64,48.966,27.521
E01003601,Newham,445,1,37.186,0.204,0.134,24.832,0.408,0.995,46.319,35.92
E01003602,Newham,1665,4,26.11,0.147,0.08,16.437,0.082,0.461,46.838,29.069
E01003603,Newham,2084,5,22.804,0.136,0.064,15.648,-0.312,0.048,45.855,34.815
E01003604,Newham,560,2,35.681,0.201,0.111,21.235,0.319,0.773,49.658,41.459
E01003605,Newham,1227,3,29.461,0.169,0.104,22.402,-0.33,0.182,48.543,38.208
E01003606,Newham,1340,3,28.551,0.146,0.084,20.552,-0.37,0.948,47.67,34.724
E01003607,Newham,1105,3,30.506,0.184,0.11,13.307,-0.021,0.512,50.177,31.719
E01003608,Newham,1927,4,23.936,0.099,0.053,11.154,-0.332,0.879,46.228,45.645
E01003609,Newham,2052,5,23.035,0.143,0.073,9.487,0.054,0.181,49.62,16.028
E01003611,Newham,985,3,31.396,0.249,0.134,18.53,0.221,-0.444,45.509,15.606
E01003615,Newham,1493,4,27.328,0.165,0.093,12.309,0.196,0.125,47.21,33.447
E01003616,Newham,1231,3,29.41,0.165,0.085,16.725,0.229,0.995,45.298,29.857
E01003617,Newham,1159,3,30.044,0.14,0.071,10.899,-0.243,1.269,49.212,47.787
E01003618,Newham,1571,4,26.797,0.121,0.06,10.809,-0.291,1.064,44.213,52.45
E01003619,Newham,585,2,35.297,0.194,0.097,10.21,0.643,0.895,52.994,40.129
E01003621,Newham,2047,5,23.076,0.147,0.064,21.996,-0.243,-0.161,46.879,25.728
E01003622,Newham,739,2,33.739,0.178,0.115,23.275,0.022,0.901,50.617,32.419
E01003623,Newham,988,3,31.385,0.179,0.117,25.28,0.114,0.412,48.628,26.278
E01003624,Newham,954,2,31.648,0.195,0.119,23.375,0.106,0.413,47.342,26.582
E01003625,Newham,1331,3,28.623,0.14,0.082,17.968,-0.289,0.48,56.762,39.197
E01003626,Newham,1929,4,23.921,0.111,0.072,10.116,0.005,0.111,50.494,35.721
E01003627,Newham,1354,3,28.43,0.193,0.087,18.591,0.161,0.11,46.657,30.996
E01003628,Newham,2283,5,21.405,0.125,0.06,11.355,-0.332,0.231,47.209,29.174
E01003629,Newham,1546,4,26.957,0.163,0.069,17.232,-0.375,-0.109,49.609,46.276
E01003630,Newham,1185,3,29.832,0.208,0.112,16.998,-0.069,0.441,45.869,25.882
E01003631,Newham,1504,4,27.243,0.176,0.088,16.727,-0.198,0.266,44.495,37.668
E01003632,Newham,2344,5,20.975,0.121,0.07,14.515,-0.477,-0.061,45.727,28.393
E01003633,Newham,301,1,39.451,0.249,0.175,22.676,0.416,0.518,50.671,20.376
E01003634,Newham,1027,3,31.094,0.184,0.119,21.625,0.285,0.037,51.563,21.034
E01003635,Newham,1842,4,24.619,0.128,0.083,10.884,-0.495,1.066,43.47,28.078
E01003636,Newham,877,2,32.341,0.213,0.107,16.989,0.155,1.02,46.343,22.836
E01003637,Newham,2203,5,21.981,0.11,0.064,9.125,-0.065,0.438,46.459,31.294
E01003638,Redbridge,2825,6,17.693,0.139,0.093,12.109,-0.773,-0.032,29.089,18.616
E01003639,Redbridge,2429,6,20.275,0.126,0.092,12.831,-0.285,0.383,34.124,20.874
E01003640,Redbridge,2811,6,17.809,0.091,0.063,11.459,-0.753,0.829,32.46,29.361
E01003641,Redbridge,3346,7,14.28,0.12,0.066,9.37,-0.937,0.107,23.9,23.107
E01003642,Redbridge,2985,7,16.546,0.127,0.083,10.483,-0.752,0.1,27.856,20.657
E01003643,Redbridge,3784,8,11.343,0.075,0.05,7.063,-0.676,0.168,23.977,24.099
E01003644,Redbridge,3604,8,12.62,0.093,0.064,9.294,-1.256,0.055,27.388,17.7
E01003645,Redbridge,2560,6,19.419,0.107,0.055,8.672,0.056,0.188,29.573,47.843
E01003646,Redbridge,3635,8,12.374,0.094,0.045,7.317,-1.283,0.339,27.394,23.076
E01003647,Redbridge,3476,8,13.468,0.088,0.052,6.494,-1.188,0.651,26.139,25.557
E01003648,Redbridge,4377,10,7.595,0.063,0.042,7.349,-0.838,-0.263,17.195,17.844
E01003649,Redbridge,4141,9,9.01,0.084,0.045,4.919,-0.861,-0.536,24.438,15.442
E01003650,Redbridge,3037,7,16.216,0.134,0.084,6.832,-0.333,0.077,23.381,20.086
E01003651,Redbridge,3790,8,11.315,0.081,0.046,2.931,-1.085,0.367,27.198,22.032
E01003652,Redbridge,4301,9,8.078,0.066,0.05,4.587,-1.386,-0.081,19.08,18.348
E01003653,Redbridge,3334,7,14.35,0.093,0.057,7.131,-1.251,0.652,26.796,26.48
E01003654,Redbridge,2750,6,18.26,0.125,0.082,11.037,-0.345,0.64,23.687,23.925
E01003655,Redbridge,3969,9,10.104,0.063,0.049,5.622,-0.997,0.57,18.601,21.062
E01003656,Redbridge,1425,3,27.96,0.161,0.121,25.992,-0.158,0.768,36.3,24.167
E01003657,Redbridge,3641,8,12.312,0.072,0.067,13.897,-1.341,0.297,23.42,17.612
E01003658,Redbridge,2085,5,22.802,0.162,0.116,20.488,-0.15,0.323,26.709,17.571
E01003659,Redbridge,3880,9,10.666,0.068,0.051,9.937,-0.844,0.018,21.127,26.029
E01003660,Redbridge,4513,10,6.729,0.035,0.027,10.312,-1.4,-0.501,25.664,18.69
E01003661,Redbridge,2786,6,18.026,0.139,0.085,9.502,0.13,0.272,20.24,19.797
E01003662,Redbridge,2779,6,18.066,0.135,0.072,10.301,-0.304,0.444,26.54,25.999
E01003663,Redbridge,3218,7,15.078,0.133,0.065,12.126,-0.602,-0.034,24.362,20.655
E01003664,Redbridge,3120,7,15.719,0.13,0.088,10.144,-0.842,-0.451,23.627,24.961
E01003665,Redbridge,3707,8,11.889,0.097,0.056,13.226,-0.773,-0.232,19.652,22.757
E01003666,Redbridge,2428,6,20.279,0.161,0.104,11.323,-0.508,-0.313,30.152,26.641
E01003668,Redbridge,4157,9,8.929,0.063,0.035,3.549,-0.776,0.245,19.115,26.067
E01003669,Redbridge,4580,10,6.169,0.028,0.027,1.472,-1.292,0.013,17.469,30.586
E01003670,Redbridge,4045,9,9.549,0.067,0.055,3.48,-1.244,-0.482,26.97,22.237
E01003671,Redbridge,4804,10,3.631,0.029,0.026,1.572,-1.257,-0.381,12.947,18.014
E01003672,Redbridge,2900,6,17.186,0.142,0.075,5.954,-0.21,-0.126,24.162,31.256
E01003673,Redbridge,3878,9,10.701,0.041,0.035,2.812,-1.272,-0.01,27.399,44.068
E01003674,Redbridge,4146,9,8.999,0.06,0.035,2.072,-0.723,0.008,24.537,25.95
E01003675,Redbridge,3279,7,14.67,0.091,0.042,4.026,-1.069,1.084,23.54,31.027
E01003676,Redbridge,3935,9,10.273,0.077,0.057,4.4,-0.758,-0.003,19.979,21.916
E01003677,Redbridge,4072,9,9.431,0.064,0.043,5.969,-0.952,-0.179,26.858,21.094
E01003678,Redbridge,4019,9,9.727,0.073,0.045,3.453,-1.165,0.157,26.479,18.305
E01003679,Redbridge,4140,9,9.012,0.067,0.043,5.657,-0.958,-0.002,21.395,22.123
E01003680,Redbridge,4356,10,7.709,0.066,0.039,9.034,-1.547,-0.29,20.629,16.679
E01003681,Redbridge,3099,7,15.84,0.13,0.056,8.087,-0.876,0.238,32.095,23.095
E01003682,Redbridge,4270,9,8.29,0.068,0.031,4.742,-1.76,0.344,20.125,19.717
E01003683,Redbridge,2439,6,20.176,0.155,0.083,19.625,-0.855,0.048,29.944,28.581
E01003684,Redbridge,2719,6,18.413,0.168,0.078,15.115,-0.841,-0.196,27.664,24.246
E01003685,Redbridge,2349,5,20.929,0.177,0.074,14.234,-0.626,0.386,31.933,25.564
E01003686,Redbridge,1632,4,26.378,0.152,0.1,19.765,-0.651,1.101,32.263,35.751
E01003688,Redbridge,1770,4,25.262,0.171,0.088,22.343,-0.358,0.54,39.32,25.045
E01003689,Redbridge,1003,3,31.258,0.182,0.092,15.818,0.175,1.622,34.719,35.958
E01003690,Redbridge,2694,6,18.556,0.11,0.047,7.594,-0.659,1.337,28.965,29.012
E01003691,Redbridge,3459,8,13.561,0.113,0.059,7.674,-0.49,0.007,23.217,23.189
E01003692,Redbridge,3287,7,14.631,0.124,0.071,6.639,-1.147,0.21,23.792,24.678
E01003693,Redbridge,3357,7,14.247,0.111,0.058,9.894,-0.896,0.53,22.627,22.131
E01003694,Redbridge,3043,7,16.177,0.127,0.066,7.93,-1.251,0.681,23.641,27.226
E01003695,Redbridge,2065,5,22.931,0.171,0.114,7.019,-0.346,0.24,30.437,32.594
E01003696,Redbridge,3761,8,11.491,0.121,0.046,3.671,-1.172,-0.29,27.571,18.549
E01003697,Redbridge,2799,6,17.925,0.113,0.063,5.454,-1.059,0.698,33.414,33.271
E01003698,Redbridge,3315,7,14.458,0.075,0.06,18.199,-0.774,0.476,18.763,31.998
E01003699,Redbridge,3407,8,13.898,0.085,0.051,20.895,-0.583,0.199,28.291,14.579
E01003700,Redbridge,2780,6,18.062,0.115,0.086,18.471,-0.466,0.259,22.102,28.602
E01003701,Redbridge,3004,7,16.423,0.095,0.058,13.265,-0.657,0.862,23.392,29.368
E01003702,Redbridge,2962,7,16.747,0.113,0.066,14.634,-0.516,0.391,27.29,24.748
E01003703,Redbridge,3307,7,14.522,0.093,0.064,14.211,-1.363,-0.106,36.393,13.915
E01003704,Redbridge,2658,6,18.734,0.128,0.095,14.581,-0.261,0.108,23.941,26.014
E01003705,Redbridge,3347,7,14.277,0.103,0.057,13.236,-1.19,0.674,22.665,19.391
E01003706,Redbridge,3021,7,16.311,0.152,0.083,12.409,-0.512,-0.364,23.239,16.574
E01003707,Redbridge,3155,7,15.526,0.127,0.078,10.891,-1.016,0.365,20.437,22.205
E01003708,Redbridge,1276,3,28.999,0.221,0.159,19.777,0.01,0.06,30.601,20.283
E01003709,Redbridge,4027,9,9.673,0.071,0.048,10.625,-1.058,0.007,19.504,20.926
E01003710,Redbridge,3845,8,10.916,0.078,0.052,12.597,-0.762,0.211,19.409,16.753
E01003711,Redbridge,2944,7,16.89,0.114,0.071,9.294,-0.292,0.527,26.802,22.074
E01003712,Redbridge,276,1,39.856,0.297,0.213,19.049,0.36,0.13,39.859,18.321
E01003713,Redbridge,2881,6,17.315,0.149,0.075,12.93,-0.653,-0.016,26.783,23.732
E01003714,Redbridge,2605,6,19.087,0.139,0.08,12.236,-0.526,0.345,26.321,31.454
E01003715,Redbridge,2553,6,19.475,0.145,0.074,14.396,-0.933,0.574,29.396,27.563
E01003716,Redbridge,2160,5,22.223,0.147,0.086,12.218,-0.322,1.053,24.877,29.568
E01003718,Redbridge,2668,6,18.677,0.136,0.069,11.117,-0.699,0.518,29.188,30.461
E01003719,Redbridge,2025,5,23.275,0.164,0.084,12.205,-0.584,1.156,27.939,28.903
E01003720,Redbridge,1076,3,30.716,0.212,0.147,30.665,0.404,0.075,28.386,25.121
E01003721,Redbridge,2543,6,19.545,0.112,0.087,20.444,-0.256,0.385,31.654,16.832
E01003722,Redbridge,1859,4,24.506,0.177,0.118,25.391,-0.344,0.359,30.791,14.729
E01003723,Redbridge,1403,3,28.091,0.187,0.132,30.908,-0.406,0.706,28.267,24.767
E01003724,Redbridge,2754,6,18.246,0.11,0.08,18.437,-0.647,0.398,32.57,17.473
E01003725,Redbridge,1654,4,26.212,0.19,0.13,27.904,-0.251,0.451,27.27,16.766
E01003726,Redbridge,943,2,31.711,0.202,0.15,26.502,-0.093,0.352,42.77,20.215
E01003727,Redbridge,1176,3,29.893,0.195,0.148,31.037,0.118,0.649,25.96,22.425
E01003728,Redbridge,1265,3,29.17,0.156,0.078,9.681,-0.67,1.049,46.323,52.091
E01003729,Redbridge,1226,3,29.466,0.203,0.101,20.009,-0.174,0.723,37.321,37.229
E01003730,Redbridge,1988,5,23.485,0.182,0.097,22.248,-0.823,0.354,30.78,27.34
E01003731,Redbridge,1626,4,26.421,0.206,0.11,19.348,-0.5,0.61,33.529,24.301
E01003732,Redbridge,723,2,33.926,0.257,0.123,20.73,0.636,0.134,43.539,19.575
E01003733,Redbridge,1753,4,25.381,0.184,0.085,19.071,-0.665,0.424,33.371,42.676
E01003734,Redbridge,2196,5,22.036,0.165,0.094,19.516,-0.707,0.55,30.314,21.403
E01003735,Redbridge,679,2,34.319,0.3,0.156,25.027,0.028,-0.085,37.127,13.866
E01003736,Redbridge,1798,4,25.007,0.191,0.102,17.331,-0.173,0.469,31.255,26.525
E01003737,Redbridge,3295,7,14.602,0.12,0.057,9.185,-1.148,0.47,26.47,20.371
E01003738,Redbridge,3367,7,14.155,0.108,0.059,11.997,-1.323,0.145,28.716,21.551
E01003739,Redbridge,2489,6,19.82,0.173,0.083,9.8,-0.698,0.451,29.315,21.124
E01003740,Redbridge,2727,6,18.38,0.112,0.077,12.782,-0.881,0.891,28.112,22.239
E01003741,Redbridge,3026,7,16.28,0.111,0.067,9.042,-0.831,0.319,28.477,30.524
E01003742,Redbridge,3216,7,15.083,0.135,0.055,17.631,-1.073,0.116,26.077,18.31
E01003743,Redbridge,2400,5,20.542,0.152,0.085,18.748,-0.423,0.519,27.145,21.411
E01003744,Redbridge,4251,9,8.383,0.051,0.039,6.697,-1.101,-0.139,29.036,14.12
E01003745,Redbridge,4642,10,5.743,0.026,0.02,2.512,-1.708,0.032,24.125,19.31
E01003746,Redbridge,4778,10,4.117,0.035,0.032,2.165,-1.633,-0.503,14.189,19.23
E01003747,Redbridge,4616,10,5.927,0.042,0.031,2.701,-1.609,-0.085,19.883,21.05
E01003748,Redbridge,4720,10,4.929,0.031,0.037,2.649,-1.496,-0.148,15.675,19.096
E01003749,Redbridge,4253,9,8.362,0.053,0.047,2.378,-0.692,0.122,17.496,24.407
E01003750,Redbridge,3667,8,12.172,0.083,0.058,3.66,-0.927,0.382,23.56,25.074
E01003751,Redbridge,3020,7,16.317,0.112,0.084,10.076,-0.8,0.212,29.436,19.555
E01003752,Redbridge,3585,8,12.74,0.103,0.057,3.989,-1.263,-0.042,33.073,16.589
E01003753,Redbridge,3491,8,13.373,0.097,0.045,6.721,-1.183,-0.372,29.967,36.944
E01003754,Redbridge,3549,8,13.011,0.119,0.062,6.078,-0.988,-0.277,25.023,23.574
E01003755,Redbridge,3265,7,14.75,0.136,0.057,10.429,-1.106,0.157,24.944,23.7
E01003756,Redbridge,2948,7,16.868,0.13,0.077,8.873,-0.649,0.036,24.907,32.039
E01003757,Redbridge,2423,6,20.327,0.152,0.094,13.833,-0.868,0.311,30.949,24.956
E01003758,Redbridge,2317,5,21.133,0.162,0.097,12.538,-0.431,0.244,34.155,17.568
E01003759,Redbridge,4715,10,5.02,0.035,0.023,2.267,-1.451,-0.112,18.248,20.031
E01003760,Redbridge,3223,7,15.006,0.082,0.048,8.644,-1.191,0.566,35.161,27.469
E01003761,Redbridge,282,1,39.737,0.292,0.168,27.068,0.091,-0.422,47.649,35.413
E01003762,Redbridge,3381,7,14.079,0.071,0.052,7.17,-1.265,0.212,34.744,32.937
E01003763,Redbridge,3779,8,11.372,0.062,0.033,7.767,-1.457,0.367,31.481,25.849
E01003764,Redbridge,3375,7,14.111,0.076,0.054,6.394,-0.79,0.491,22.04,40.17
E01003765,Redbridge,4228,9,8.499,0.057,0.032,6.491,-1.139,0.175,17.855,29.001
E01003766,Redbridge,2548,6,19.514,0.137,0.068,17.775,-0.578,0.612,26.428,30.616
E01003767,Redbridge,2133,5,22.412,0.128,0.075,15.567,-0.36,0.906,31.772,34.59
E01003768,Redbridge,1254,3,29.257,0.203,0.114,19.18,0.086,0.659,35.111,30.887
E01003769,Redbridge,1825,4,24.749,0.156,0.086,10.331,-0.096,0.573,34.225,42.587
E01003770,Redbridge,2968,7,16.679,0.108,0.07,6.963,-0.848,0.746,33.853,14
E01003771,Redbridge,2940,7,16.92,0.132,0.078,15.08,-0.623,-0.119,29.693,17.739
E01003772,Redbridge,2888,6,17.275,0.146,0.089,9.829,-0.674,-0.038,24.461,23.85
E01003773,Redbridge,3225,7,14.99,0.112,0.065,6.502,-0.769,0.452,27.013,22.463
E01003774,Redbridge,4162,9,8.887,0.058,0.051,1.515,-0.964,0.037,20.728,25.714
E01003775,Redbridge,4385,10,7.581,0.042,0.036,1.154,-1.169,0.338,22.474,21.637
E01003776,Redbridge,1937,5,23.873,0.189,0.098,12.307,0.502,-0.209,33.003,16.255
E01003777,Redbridge,4340,9,7.823,0.042,0.031,1.415,-1.415,0.464,15.876,31.65
E01003778,Redbridge,4033,9,9.642,0.06,0.032,2.807,-0.924,0.173,20.012,36.227
E01003779,Redbridge,3372,7,14.112,0.1,0.074,5.913,-0.161,-0.64,21.144,30.955
E01003780,Redbridge,4629,10,5.828,0.027,0.03,2.243,-1.709,-0.109,22.778,22.349
E01003781,Redbridge,2909,7,17.125,0.144,0.067,5.472,-0.874,0.582,30.139,20.365
E01003782,Redbridge,2205,5,21.961,0.149,0.07,14.22,-0.879,0.806,30.718,38.35
E01003783,Redbridge,698,2,34.175,0.209,0.143,12.155,-0.09,1.342,40.639,32.779
E01003784,Redbridge,2721,6,18.41,0.132,0.08,9.524,-0.673,0.341,30.879,26.614
E01003785,Redbridge,1717,4,25.704,0.173,0.096,12.189,-0.638,1.005,39.666,23.99
E01003786,Redbridge,3552,8,12.992,0.1,0.063,3.16,-0.97,-0.095,30.003,22.301
E01003787,Redbridge,3180,7,15.402,0.107,0.072,6.581,-0.925,0.099,28.513,30.197
E01003788,Redbridge,1811,4,24.91,0.15,0.099,12.597,-0.213,0.59,39.568,30.749
E01003789,Redbridge,3939,9,10.258,0.041,0.032,2.731,-1.206,0.406,25.748,37.041
E01003790,Redbridge,3036,7,16.218,0.108,0.087,2.937,-0.409,0.14,29.016,23.821
E01003791,Redbridge,3127,7,15.669,0.042,0.036,3.812,-1.096,1.652,29.325,32.98
E01003792,Redbridge,3794,8,11.304,0.055,0.049,1.625,-1.061,0.881,18.074,30.536
E01003793,Redbridge,1804,4,24.975,0.161,0.1,16.164,0.096,0.433,32.278,32.594
E01003794,Redbridge,4320,9,7.939,0.06,0.046,3.885,-1.343,-0.311,22.774,20.693
E01003795,Redbridge,4256,9,8.353,0.032,0.04,2.388,-1.281,0.465,23.432,24.699
E01003796,Redbridge,4056,9,9.481,0.055,0.038,2.684,-1.409,0.372,27.812,22.532
E01003797,Richmond upon Thames,4613,10,5.944,0.029,0.016,0.974,-2.015,0.185,10.181,34.633
E01003798,Richmond upon Thames,4226,9,8.509,0.079,0.061,1.638,-1.117,-0.238,14.95,18.802
E01003799,Richmond upon Thames,4449,10,7.18,0.024,0.021,0.298,-2.369,0.36,11.708,39.896
E01003800,Richmond upon Thames,3527,8,13.145,0.106,0.06,7.971,-0.96,0.009,20.141,30.977
E01003801,Richmond upon Thames,4788,10,4.028,0.024,0.015,0.12,-1.658,-0.52,13.584,27.87
E01003802,Richmond upon Thames,4744,10,4.675,0.026,0.014,3.266,-2.452,-0.503,17.926,26.295
E01003803,Richmond upon Thames,1943,5,23.823,0.185,0.142,15.644,-0.082,-0.254,23.203,24.127
E01003804,Richmond upon Thames,4640,10,5.756,0.047,0.038,1.06,-1.819,-0.799,15.105,29.794
E01003805,Richmond upon Thames,4801,10,3.697,0.01,0.015,0.157,-3.031,-0.369,14.54,24.63
E01003806,Richmond upon Thames,4312,9,8.022,0.019,0.019,0.358,-2.666,0.751,15.996,34.919
E01003807,Richmond upon Thames,4337,9,7.831,0.067,0.048,0.962,-1.237,-0.517,14.917,30.421
E01003808,Richmond upon Thames,4608,10,5.994,0.053,0.035,1.596,-1.65,-0.501,8.981,31.898
E01003809,Richmond upon Thames,4597,10,6.067,0.024,0.022,0.146,-2.322,-0.083,8.916,40.363
E01003810,Richmond upon Thames,4404,10,7.461,0.058,0.057,1.029,-1.162,-0.173,14.806,21.77
E01003811,Richmond upon Thames,4665,10,5.515,0.044,0.032,1.012,-1.543,-0.493,11.362,31.509
E01003812,Richmond upon Thames,4344,9,7.792,0.062,0.048,1.437,-0.765,-0.335,19.65,20.866
E01003813,Richmond upon Thames,4737,10,4.739,0.029,0.043,0.275,-1.338,-0.382,12.663,22.922
E01003814,Richmond upon Thames,4150,9,8.961,0.074,0.059,0.59,-0.738,-0.407,20.096,19.678
E01003815,Richmond upon Thames,4161,9,8.914,0.081,0.044,1.675,-0.824,-0.502,16.616,30.561
E01003816,Richmond upon Thames,3670,8,12.147,0.057,0.057,6.1,-1.095,0.48,30.605,20.81
E01003817,Richmond upon Thames,3832,8,11.002,0.064,0.055,2.958,-1.408,0.737,17.884,26.342
E01003818,Richmond upon Thames,4461,10,7.107,0.076,0.044,2.438,-1.69,0.091,13.865,14.353
E01003819,Richmond upon Thames,1313,3,28.717,0.208,0.158,20.172,0.161,0.431,23.522,22.779
E01003820,Richmond upon Thames,3766,8,11.453,0.097,0.084,9.254,-1.158,-0.474,15.029,17.059
E01003821,Richmond upon Thames,4699,10,5.143,0.03,0.02,0.258,-1.785,-0.537,22.267,25.878
E01003822,Richmond upon Thames,4825,10,2.997,0.015,0.021,0.286,-2.269,-0.184,11.109,17.369
E01003823,Richmond upon Thames,4439,10,7.241,0.033,0.021,0.69,-2.096,0.375,23.782,26.206
E01003824,Richmond upon Thames,4751,10,4.594,0.042,0.036,0.564,-1.356,-0.243,8.827,21.167
E01003825,Richmond upon Thames,4816,10,3.249,0.033,0.031,1.107,-1.831,-0.714,11.956,17.784
E01003826,Richmond upon Thames,2072,5,22.898,0.164,0.135,16.111,0.188,0.097,18.388,21.447
E01003827,Richmond upon Thames,4231,9,8.485,0.07,0.056,4.457,-1.25,-0.204,15.142,22.898
E01003828,Richmond upon Thames,4596,10,6.069,0.041,0.041,2.34,-1.432,-0.09,20.707,16.376
E01003829,Richmond upon Thames,1581,4,26.698,0.167,0.141,17.264,0.354,0.38,28.24,22.688
E01003830,Richmond upon Thames,4067,9,9.449,0.066,0.057,2.685,-1.206,-0.251,23.015,25.001
E01003831,Richmond upon Thames,3955,9,10.154,0.057,0.041,4.781,-0.897,0.709,24.292,15.816
E01003832,Richmond upon Thames,459,1,37.019,0.234,0.213,27.401,0.471,0.28,35.498,14.348
E01003833,Richmond upon Thames,2983,7,16.556,0.119,0.085,11.561,-0.545,0.135,29.324,14.226
E01003834,Richmond upon Thames,4429,10,7.292,0.048,0.041,2.894,-1.062,-0.051,20.066,23.373
E01003835,Richmond upon Thames,4762,10,4.465,0.024,0.034,0.3,-2.107,-0.167,9.88,26.381
E01003836,Richmond upon Thames,3554,8,12.983,0.093,0.085,3.588,-0.663,0.137,17.939,22.761
E01003837,Richmond upon Thames,4336,9,7.835,0.054,0.052,0.494,-1.72,0.329,20.692,14.694
E01003838,Richmond upon Thames,4420,10,7.339,0.052,0.045,0.862,-1.682,-0.208,15.551,31.843
E01003839,Richmond upon Thames,3529,8,13.14,0.105,0.075,4.94,-1.451,0.061,23.058,23.665
E01003840,Richmond upon Thames,3254,7,14.808,0.112,0.067,8.168,-1.108,0.203,28.319,23.776
E01003841,Richmond upon Thames,1676,4,26.04,0.189,0.117,22.116,-0.016,0.167,32.525,23.181
E01003842,Richmond upon Thames,2420,6,20.358,0.126,0.103,18.135,-0.172,0.393,19.289,30.361
E01003843,Richmond upon Thames,3119,7,15.73,0.12,0.092,13.067,-1.118,-0.395,25.754,21.689
E01003844,Richmond upon Thames,4108,9,9.207,0.051,0.064,3.2,-1.052,0.294,13.058,25.627
E01003845,Richmond upon Thames,4092,9,9.314,0.057,0.056,9.232,-1.377,0.174,19.416,19.414
E01003846,Richmond upon Thames,4776,10,4.171,0.018,0.014,0.039,-2.735,-0.379,7.948,32.448
E01003847,Richmond upon Thames,4515,10,6.72,0.049,0.03,2.141,-1.912,-0.044,17.373,29.132
E01003848,Richmond upon Thames,3782,8,11.354,0.073,0.055,3.176,-1.247,0.342,17.584,34.477
E01003849,Richmond upon Thames,4241,9,8.448,0.05,0.056,0.403,-1.362,0.099,12.132,32.94
E01003851,Richmond upon Thames,4622,10,5.879,0.019,0.019,0.113,-2.241,0.415,11.601,30.881
E01003852,Richmond upon Thames,3448,8,13.631,0.075,0.049,0.508,-1.347,1.043,20.394,34.905
E01003853,Richmond upon Thames,3763,8,11.466,0.084,0.076,3.677,-1.067,0.075,16.705,24.812
E01003854,Richmond upon Thames,4339,9,7.824,0.052,0.041,3.008,-1.623,0.404,14.14,25.547
E01003855,Richmond upon Thames,2595,6,19.172,0.16,0.109,11.254,-0.661,0.204,22.147,20.994
E01003856,Richmond upon Thames,4566,10,6.295,0.063,0.038,1.272,-1.553,-0.41,14.293,24.67
E01003857,Richmond upon Thames,4661,10,5.533,0.048,0.038,3.103,-1.808,-0.526,13.623,24.954
E01003858,Richmond upon Thames,4791,10,3.877,0.024,0.018,0.162,-1.562,-0.424,7.909,28.844
E01003859,Richmond upon Thames,4511,10,6.736,0.045,0.032,0.275,-1.544,0.049,11.866,34.246
E01003860,Richmond upon Thames,4097,9,9.269,0.057,0.053,0.121,-1.598,0.314,17.658,30.382
E01003861,Richmond upon Thames,4284,9,8.226,0.065,0.04,1.266,-1.349,0.024,20.327,25.847
E01003862,Richmond upon Thames,2814,6,17.786,0.108,0.09,3.297,-0.63,0.679,20.715,36.472
E01003863,Richmond upon Thames,2665,6,18.695,0.136,0.105,0.97,-0.668,0.441,16.791,39.18
E01003864,Richmond upon Thames,4456,10,7.131,0.044,0.038,1.439,-1.475,-0.108,21.571,27.073
E01003865,Richmond upon Thames,3764,8,11.466,0.083,0.064,3.042,-1.053,-0.032,23.812,25.23
E01003866,Richmond upon Thames,4794,10,3.804,0.01,0.013,0.104,-2.334,-0.677,6.91,32.946
E01003867,Richmond upon Thames,3726,8,11.779,0.069,0.061,1.513,-1.017,0.277,24.714,29.422
E01003868,Richmond upon Thames,4655,10,5.583,0.032,0.026,0.065,-1.63,0.043,8.838,33.263
E01003869,Richmond upon Thames,4710,10,5.06,0.027,0.022,0.329,-1.56,-0.003,16.477,25.836
E01003870,Richmond upon Thames,4631,10,5.807,0.027,0.024,0.303,-1.894,-0.143,17.201,33.026
E01003871,Richmond upon Thames,4730,10,4.824,0.041,0.03,0.47,-1.808,-0.415,10.063,28.646
E01003872,Richmond upon Thames,4365,10,7.634,0.042,0.034,0.189,-1.804,0.529,12.417,31.902
E01003873,Richmond upon Thames,4405,10,7.46,0.046,0.029,0.073,-1.65,0.412,16.384,30.111
E01003874,Richmond upon Thames,4692,10,5.246,0.036,0.028,0.282,-1.652,-0.58,15.3,31.827
E01003875,Richmond upon Thames,4422,10,7.33,0.063,0.046,0.634,-1.758,0.153,12.424,23.85
E01003876,Richmond upon Thames,4519,10,6.706,0.034,0.025,0.098,-1.932,0.213,19.316,30.477
E01003877,Richmond upon Thames,4604,10,6.021,0.04,0.038,0.84,-1.668,-0.386,15.587,30.709
E01003878,Richmond upon Thames,2533,6,19.583,0.164,0.121,7.442,-0.253,0.126,20.395,18.379
E01003879,Richmond upon Thames,4618,10,5.901,0.025,0.016,0.586,-2.577,0.076,17.577,31.705
E01003880,Richmond upon Thames,4591,10,6.098,0.048,0.031,0.438,-1.543,-0.205,8.901,33.385
E01003881,Richmond upon Thames,4750,10,4.598,0.028,0.023,0.849,-1.835,-1.103,22.583,24.184
E01003882,Richmond upon Thames,4577,10,6.198,0.035,0.045,0.138,-1.378,-0.239,11.034,32.309
E01003883,Richmond upon Thames,4733,10,4.784,0.043,0.034,1.128,-0.962,-1.195,12.325,26.122
