,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env,cluster_id
63,0.132,0.066,15.99,-0.388,0.381,42.456,21.711,0
64,0.123,0.075,16.187,0.167,0.946,41.502,31.382,0
65,0.087,0.07,16.481,-0.626,0.032,31.781,28.36,0
66,0.11,0.077,14.434,-0.442,0.84,35.596,27.639,0
67,0.13,0.058,14.114,-0.261,-0.155,40.981,22.064,0
68,0.241,0.138,34.242,0.478,1.197,46.957,30.082,1
69,0.209,0.135,35.14,0.57,1.346,43.442,23.636,1
70,0.234,0.128,32.398,0.461,0.005,47.408,22.806,1
71,0.196,0.118,36.347,0.136,1.057,44.869,39.815,1
72,0.208,0.148,36.193,0.097,0.287,49.87,27.02,1
73,0.251,0.159,33.494,0.725,0.487,44.143,35.02,1
74,0.228,0.128,33.668,0.035,0.467,44.311,33.091,1
75,0.227,0.141,24.526,0.045,0.253,48.007,29.325,1
76,0.19,0.146,26.379,0.445,0.145,45.385,24.492,1
77,0.162,0.116,30.952,0.225,0.192,43.718,32.758,1
78,0.158,0.113,31.053,-0.111,-0.221,43.176,30.006,1
79,0.196,0.134,27.072,0.361,0.434,44.245,35.395,1
80,0.229,0.141,36.839,0.338,1.309,43.432,28.534,1
81,0.189,0.124,36.259,-0.227,1.036,46.139,32.465,1
82,0.218,0.142,28.503,0.89,0.868,42.757,26.281,1
83,0.226,0.131,27.171,0.046,0.135,48.565,31.357,1
84,0.147,0.1,20.313,0.264,0.552,44.005,34.525,0
85,0.156,0.092,25.246,-0.154,0.189,47.254,40.955,1
86,0.169,0.091,22.024,-0.187,0.7,45.475,29.464,1
87,0.256,0.175,32.562,0.324,0.994,48.266,23.563,1
88,0.215,0.106,18.788,-0.008,0.657,61.059,29.993,1
89,0.26,0.169,27.955,0.842,1.073,49.657,43.57,1
90,0.167,0.094,10.866,-0.036,0.524,64.961,20.692,0
91,0.196,0.095,22.314,-0.111,0.944,63.151,18.657,1
92,0.259,0.135,34.307,0.008,1.284,48.317,29.982,1
93,0.223,0.131,32.926,0.808,0.468,47.096,28.566,1
94,0.239,0.159,31.389,0.443,0.911,43.482,28.673,1
95,0.174,0.105,25.037,0.214,0.008,47.111,26.795,1
96,0.16,0.117,29.622,0.106,0.634,42.938,38.207,1
97,0.254,0.154,28.988,0.464,0.832,43.29,37.223,1
98,0.275,0.175,23.976,0.684,0.762,44.376,33.8,1
99,0.18,0.113,26.208,0.427,0.58,50.872,20.068,1
100,0.222,0.134,31.664,0.276,0.131,50.107,18.066,1
101,0.246,0.165,36.132,0.932,1.039,47.24,25.589,1
102,0.275,0.167,27.219,0.636,0.786,51.428,26.265,1
103,0.151,0.095,29.324,0.579,-0.027,44.429,22.813,1
104,0.171,0.104,20.596,0.158,0.183,41.045,35.136,1
105,0.12,0.084,22.485,-0.199,0.891,39.755,34.149,0
106,0.112,0.078,12.848,-0.002,-0.312,32.872,20.544,0
107,0.174,0.111,20.878,0.187,0.313,44.339,26.789,1
108,0.129,0.065,18.969,-0.324,0.602,43.159,40.766,0
109,0.152,0.081,16.983,-0.122,0.708,42.208,26.945,0
110,0.119,0.074,19.124,-0.117,0.423,40.755,34.274,0
111,0.055,0.046,3.734,-1.526,-0.545,17.004,18.838,2
112,0.074,0.049,3.87,-1.412,-0.43,19.173,18.248,2
113,0.071,0.062,6.077,-1.141,-0.168,21.506,17.66,2
114,0.077,0.059,8.59,-1.679,-0.206,22.339,16.261,2
115,0.078,0.054,3.312,-1.884,0.627,23.519,21.949,2
116,0.061,0.036,4.436,-1.58,-0.568,18.977,14.872,2
117,0.262,0.194,22.583,0.261,0.336,37.522,13.339,1
118,0.071,0.055,2.257,-1.246,-0.622,30.659,21.817,2
119,0.075,0.049,8.519,-1.062,-0.684,34.632,15.659,2
120,0.166,0.128,14.674,-0.593,0.491,30.587,20.768,0
121,0.179,0.088,23.785,-0.615,0.586,45.911,20.582,1
122,0.243,0.152,13.21,-0.077,-0.164,51.181,24.433,1
123,0.193,0.129,21.348,-0.495,0.424,37.588,22.92,1
124,0.171,0.103,22.529,-0.346,0.957,34.708,27.146,0
125,0.214,0.11,23.973,-0.148,1.004,38.657,25.543,1
126,0.185,0.118,19.118,-0.331,0.839,43.475,35.288,1
127,0.116,0.067,10.9,-0.802,1.133,39.033,20.979,0
128,0.187,0.106,22.698,-0.464,0.309,35.397,25.837,1
129,0.188,0.159,24.516,-0.059,0.065,40.079,26.72,1
130,0.184,0.093,20.26,-0.579,-0.195,42.152,27.225,0
131,0.076,0.048,4.357,-1.087,0.385,25.516,33.536,2
132,0.037,0.02,0.946,-1.93,0.188,27.615,36.198,2
133,0.235,0.145,8.14,0.077,0.348,33.329,22.835,1
134,0.178,0.127,8.449,-0.547,1.066,35.73,31.895,0
135,0.082,0.041,4.481,-1.326,0.61,25.608,29.28,2
136,0.118,0.078,9.457,-0.914,-0.026,30.188,30.341,0
137,0.149,0.083,11.28,-0.736,1.518,35.668,52.22,0
138,0.126,0.077,8.856,-0.676,-0.373,30.865,28.68,0
139,0.239,0.153,16.558,-0.081,0.763,33.531,19.252,1
140,0.102,0.082,8.328,-0.906,0.717,31.107,29.17,0
141,0.088,0.072,4.679,-1.5,0.196,29.116,32.598,2
142,0.103,0.089,4.798,-1.542,0.638,34.561,29.849,2
143,0.078,0.04,9.893,-1.99,0.336,27.447,33.415,2
144,0.186,0.115,15.794,-0.042,0.009,43.166,29.844,0
145,0.106,0.056,9.297,-1.385,-0.033,33.726,33.545,2
146,0.332,0.191,18.815,-0.203,0.085,40.945,19.735,1
147,0.265,0.144,25.229,-0.552,0.049,44.269,16.001,1
148,0.276,0.173,36.066,-0.047,0.872,49.389,18.106,1
149,0.201,0.141,22.212,0.007,0.827,43.4,22.744,1
150,0.135,0.062,12.175,-1.303,-0.128,39.038,47.35,0
151,0.075,0.04,1.668,-0.991,-0.158,22.228,19.997,2
152,0.089,0.054,10.386,-1.084,-0.281,24.93,32.014,2
153,0.13,0.087,10.783,-0.598,0.561,28.16,31.142,0
154,0.112,0.077,4.883,-1.287,0.561,32.939,17.393,2
155,0.07,0.047,7.531,-1.028,0.463,26.935,26.093,2
156,0.109,0.055,3.782,-0.524,0.612,27.508,20.014,2
157,0.117,0.098,9.943,-0.479,0.481,24.285,27.187,0
158,0.2,0.145,13.328,0.036,0.26,38.055,21.987,1
159,0.172,0.107,11.909,-0.666,0.841,36.044,28.698,0
160,0.099,0.05,5.196,-1.29,0.198,35.632,16.048,2
161,0.105,0.082,7.16,-0.922,0.276,28.957,13.626,2
162,0.199,0.125,22.649,0.166,0.516,33.883,18.27,1
163,0.05,0.035,3.41,-1.486,-0.095,21.872,21.5,2
164,0.086,0.063,4.871,-1.209,0.466,25.427,25.647,2
165,0.147,0.114,10.294,-0.625,0.536,22.502,25.376,0
166,0.196,0.105,12.3,-0.164,0.288,26.487,33.967,0
167,0.075,0.039,2.666,-1.613,-0.743,24.854,25.96,2
168,0.081,0.05,5.844,-1.13,-0.085,19.649,23.152,2
169,0.128,0.069,8.05,-0.672,-0.248,30.198,29.971,0
170,0.052,0.047,2.159,-1.45,0.185,22.205,15.768,2
171,0.233,0.136,19.609,-0.459,0.377,44.215,17.867,1
172,0.055,0.026,4.627,-1.826,0.031,22.96,29.925,2
173,0.058,0.045,1.098,-1.31,-0.15,22.904,23.749,2
174,0.064,0.036,2.024,-0.712,-0.087,24.92,19.606,2
175,0.13,0.073,4.839,-1.044,-0.257,29.565,19.421,2
176,0.058,0.039,0.31,-1.634,0.07,20.819,29.674,2
177,0.04,0.032,0.42,-1.738,-0.177,22.913,37.424,2
178,0.085,0.047,1.885,-0.676,-0.504,30.174,20.769,2
179,0.212,0.141,17.632,-0.186,0.303,43.284,35.661,1
180,0.239,0.128,12.502,-0.208,-0.438,32.704,19.475,1
181,0.044,0.035,3.442,-1.988,-0.699,19.417,18.927,2
182,0.118,0.063,7.661,-0.599,-0.561,27.997,14.508,2
183,0.032,0.036,2.684,-2.011,0.509,21.076,27.374,2
184,0.149,0.091,25.611,-0.871,-0.444,38.504,43.589,0
185,0.091,0.056,5.319,-1.301,-0.437,25.601,16.24,2
186,0.055,0.048,1.76,-1.605,-0.547,22.059,18.833,2
187,0.105,0.066,6.778,-1.035,0.535,27.087,28.127,2
188,0.09,0.071,7.965,-1.393,0.546,28.912,33.122,2
189,0.114,0.078,5.706,-1.007,0.884,33.467,29.783,0
190,0.177,0.109,23.459,-0.58,0.143,47.051,19.966,1
191,0.093,0.068,5.839,-1.183,-0.675,29.058,22.92,2
192,0.086,0.056,1.749,-1.585,0.035,26.823,34.534,2
193,0.087,0.048,2.096,-1.852,-0.606,36.202,25.751,2
194,0.056,0.036,1.162,-2.149,-0.138,27.064,16.028,2
195,0.081,0.055,1.098,-1.812,0.008,23.179,19.86,2
196,0.041,0.034,0.774,-1.855,-0.066,20.134,32.502,2
197,0.053,0.031,1.508,-1.941,-0.497,25.128,23.038,2
198,0.114,0.072,5.763,-1.173,-0.564,36.786,24.962,2
199,0.068,0.046,3.121,-1.795,0.3,23.008,27.209,2
200,0.053,0.035,1.073,-1.993,0.215,22.867,23.489,2
201,0.013,0.012,1.793,-2.703,0.147,38.568,24.319,2
202,0.042,0.035,2.896,-2.053,-0.487,22.612,27.164,2
203,0.028,0.01,1.282,-2.453,0.17,26.632,22.502,2
204,0.048,0.035,0.414,-1.562,-0.013,23.561,22.769,2
205,0.058,0.033,0.518,-1.85,0.359,19.894,27.374,2
206,0.112,0.072,3.225,-0.835,-0.369,30.399,27.757,2
207,0.063,0.069,0.467,-1.669,-0.219,25.312,25.698,2
208,0.028,0.025,1.321,-2.218,-0.45,30.621,31.33,2
209,0.046,0.038,0.416,-2.082,0.283,36.7,23.936,2
210,0.103,0.062,6.101,-0.575,-0.456,30.762,22.19,2
211,0.071,0.061,2.247,-1.305,-0.268,26.235,21.24,2
212,0.066,0.056,9.331,-1.212,-0.342,24.166,29.261,2
213,0.104,0.071,9.755,-0.755,0.132,28.641,25.532,2
214,0.097,0.093,14.667,-0.764,0.403,34.545,31.116,0
215,0.117,0.092,7.734,-0.48,-0.403,28.881,29.431,0
216,0.28,0.186,23.471,0.346,1.127,55.984,29.763,1
217,0.163,0.13,12.267,-0.287,0.729,37.056,29.883,0
218,0.225,0.142,21.168,-0.005,0.888,47.877,28.472,1
219,0.152,0.097,14.005,-0.928,-0.054,29.827,27.142,0
220,0.066,0.054,6.55,-1.052,-0.009,28.248,22.709,2
221,0.224,0.123,23.481,0.373,-0.171,41.017,30.803,1
222,0.082,0.052,4.644,-1.687,-0.601,29.152,18.465,2
223,0.079,0.055,5.053,-1.232,0.618,28.384,17.002,2
224,0.135,0.108,11.185,-0.868,0.071,43.196,18.134,0
225,0.071,0.044,8.824,-1.463,-0.336,20.598,14.054,2
226,0.103,0.063,4.325,-1.112,0.156,46.81,22.468,0
227,0.114,0.072,5.022,-0.843,0.019,29.815,20.257,2
228,0.069,0.054,4.009,-1.829,-0.162,22.349,20.027,2
229,0.067,0.047,3.867,-1.185,-0.259,25.044,18.383,2
230,0.164,0.101,18.521,-0.622,0.481,31.954,28.246,0
231,0.079,0.059,3.637,-1.135,-0.545,25.167,26.189,2
232,0.055,0.036,1.569,-1.722,0.266,26.964,29.614,2
233,0.096,0.074,4.747,-1.429,-0.19,30.448,31.179,2
234,0.137,0.077,6.545,-0.872,-0.006,50.079,25.352,0
235,0.118,0.065,5.762,-1.108,0.071,48.523,28.397,0
236,0.071,0.04,1.467,-1.771,-0.181,34.775,24.967,2
237,0.125,0.084,3.59,-0.959,0.287,42.621,21.089,0
238,0.084,0.053,4.629,-0.996,0.105,30.061,37.611,2
239,0.076,0.056,6.449,-1.024,0.292,29.684,45.264,2
240,0.168,0.119,11.778,-0.366,0.449,31.387,29.665,0
241,0.048,0.04,1.711,-1.472,0.498,33.776,21.694,2
242,0.077,0.066,2.68,-1.249,-0.555,28.98,13.317,2
243,0.046,0.036,1.477,-1.413,0.52,17.762,19.701,2
244,0.026,0.044,1.17,-1.947,0.087,21.352,16.223,2
245,0.107,0.071,3.559,-1.451,0.064,26.11,20.775,2
246,0.144,0.114,7.175,-0.578,0.114,24.873,22.749,0
247,0.099,0.074,2.148,-1.04,0.165,30.622,13.639,2
248,0.043,0.032,3.48,-0.861,0.187,36.662,11.349,2
249,0.04,0.028,2.182,-1.332,-0.121,26.527,29.206,2
250,0.149,0.097,6.712,-1.007,0.195,30.356,24.066,0
251,0.079,0.043,3.474,-1.523,0.014,32.338,18.002,2
252,0.168,0.119,17.095,-0.383,0.252,38.645,21.402,0
253,0.058,0.04,3.553,-1.215,0.361,21.856,25.212,2
254,0.095,0.066,3.908,-1.594,0.318,30.248,19.213,2
255,0.11,0.074,10.626,-0.992,0.203,46.598,24.416,0
256,0.046,0.029,1.12,-1.964,-0.944,35.954,18.535,2
257,0.094,0.046,7.639,-1.535,-0.404,34.821,15.179,2
258,0.024,0.024,1.201,-2.094,-0.311,27.802,20.901,2
259,0.116,0.077,5.608,-1.209,0.195,30.864,29.859,2
260,0.126,0.08,6.251,-0.774,-0.357,28.433,21.211,2
261,0.045,0.031,2.204,-1.594,0.572,22.766,20.379,2
262,0.086,0.057,2.451,-1.07,-0.628,33.384,30.675,2
263,0.148,0.069,8.957,-1.026,-0.132,24.859,22.772,2
264,0.067,0.047,5.73,-1.522,0.173,27.931,22.356,2
265,0.087,0.069,2.743,-1.613,0.109,26.546,21.073,2
266,0.041,0.034,2.069,-1.838,-0.499,29.726,16.985,2
267,0.03,0.016,1.163,-1.587,-0.007,22.373,14.362,2
268,0.121,0.083,3.636,-0.964,-0.127,25.776,18.949,2
269,0.126,0.086,7.751,-0.901,-0.061,25.14,22.706,2
270,0.118,0.063,3.017,-0.996,-0.842,36.715,14.371,2
271,0.027,0.023,0.771,-2.082,-1.275,26.175,13.428,2
272,0.144,0.106,4.07,-0.769,-0.957,36.343,19.329,0
273,0.033,0.018,0.964,-1.831,-1.202,29.02,21.104,2
274,0.017,0.017,1.781,-2.378,0.538,37.898,12.864,2
275,0.023,0.03,0.945,-2.161,-0.63,21.565,15.478,2
276,0.081,0.059,6.189,-0.996,-0.177,26.224,18.025,2
277,0.057,0.045,1.968,-1.781,0.194,24.399,21.335,2
278,0.03,0.019,0.596,-2.208,-0.928,28.055,14.301,2
279,0.136,0.083,5.239,-0.698,-0.094,26.898,17.659,2
280,0.105,0.082,8.337,-0.706,0.22,27.112,17.854,2
281,0.17,0.119,11.092,-0.444,0.64,31.405,23.41,0
282,0.16,0.104,21.677,-0.404,0.314,30.131,22.608,0
283,0.091,0.065,8.012,-1.187,0.101,27.921,21.62,2
284,0.249,0.17,28.383,-0.327,0.693,51.981,18.355,1
285,0.12,0.098,10.938,-0.714,0.486,38.416,13.391,0
286,0.23,0.166,25.657,-0.267,0.721,38.957,11.862,1
287,0.079,0.077,3.672,-1.209,0.185,20.499,18.462,2
288,0.06,0.044,1.381,-1.409,0.092,18.942,21.151,2
289,0.093,0.086,2.224,-0.295,-1.003,25.006,12.621,2
290,0.06,0.056,1.118,-1.255,0.492,25.781,41.739,2
291,0.085,0.053,4.316,-1.184,0.231,28.689,23.002,2
292,0.074,0.044,7.204,-1.322,-0.395,24.197,19.889,2
293,0.094,0.046,1.708,-1.449,0.331,26.444,27.123,2
294,0.119,0.06,2.994,-0.639,0.409,26.429,41.331,0
295,0.097,0.059,3.089,-0.681,-0.181,27.881,21.835,2
296,0.048,0.048,1.066,-1.613,-0.26,21.836,21.665,2
297,0.129,0.086,6.762,-0.724,-0.287,28.26,18.501,2
298,0.05,0.032,1.124,-1.639,-0.581,31.613,12.46,2
299,0.087,0.06,4.188,-0.637,-0.642,36.709,23.302,2
300,0.164,0.117,15.048,-0.648,0.481,45.441,34.409,0
301,0.075,0.044,13.002,-0.947,0.156,32.814,31.348,2
302,0.147,0.081,18.495,-1.017,0.834,35.276,32.261,0
303,0.204,0.109,25.938,-0.535,1.036,42.403,31.921,1
304,0.09,0.059,3.428,-1.603,-0.061,36.538,26.827,2
305,0.108,0.064,14.199,-0.751,0.28,41.658,28.117,0
306,0.043,0.053,1.966,-1.843,0.539,26.841,31.631,2
307,0.151,0.096,9.643,-0.25,-0.218,54.472,21.426,0
308,0.115,0.076,11.933,-0.586,0.188,40.221,30.047,0
309,0.055,0.035,2.835,-1.415,0.599,29.239,25.473,2
310,0.239,0.163,23.302,-0.325,0.821,34.64,19.208,1
311,0.138,0.079,3.672,-1.038,0.761,33.719,30.861,0
312,0.098,0.054,2.406,-1.149,-0.216,25.353,21.911,2
313,0.12,0.056,3.402,-1.163,0.621,25.899,25.854,2
314,0.076,0.046,1.877,-1.324,0.193,24.253,23.027,2
315,0.077,0.039,1.303,-1.78,-0.389,28.257,19.714,2
316,0.104,0.077,4.408,-1.081,-0.071,25.102,31.229,2
317,0.124,0.078,2.411,-1.241,-0.254,27.666,28.924,2
318,0.118,0.078,4.866,-0.482,0.644,27.802,35.376,0
319,0.094,0.075,4.525,-0.569,0.198,24.585,21.96,2
320,0.039,0.035,11.501,-1.385,-0.419,18.379,14.375,2
321,0.053,0.038,16.265,-1.095,-0.091,32.998,26.995,2
322,0.043,0.045,11.786,-0.737,-0.238,19.191,16.278,2
323,0.05,0.049,17.211,-0.693,0.714,20.362,13.589,2
324,0.097,0.075,20.584,-0.916,0.401,23.933,19.845,2
325,0.112,0.087,13.023,-0.107,-0.24,24.574,31.997,0
326,0.151,0.137,33.267,-0.004,0.312,36.033,22.699,1
327,0.106,0.078,16.749,-0.815,0.407,20.316,25.33,2
328,0.167,0.126,34.467,0.056,0.197,23.342,23.367,1
329,0.08,0.063,20.914,-0.772,-0.315,27.128,13.728,2
330,0.16,0.095,37.431,-0.457,0.732,50.822,31.915,1
331,0.222,0.137,24.927,-0.129,0.386,38.468,27.661,1
332,0.165,0.093,15.541,-0.715,0.035,26.767,23.293,0
333,0.123,0.07,17.74,-0.261,0.267,26.9,31.707,0
334,0.109,0.099,23.223,-0.302,-0.154,16.828,12.707,0
335,0.074,0.044,19.776,-0.481,-0.614,27.236,28.127,2
336,0.062,0.057,14.854,-0.807,-0.623,15.877,16.246,2
337,0.035,0.041,17.66,-1.001,-0.158,21.444,24.005,2
338,0.055,0.049,15.982,-0.922,-0.474,15.963,18.648,2
339,0.034,0.042,12.306,-0.703,-0.513,15.548,13.015,2
340,0.041,0.033,12.598,-0.778,-0.71,16.663,17.59,2
341,0.053,0.051,15.303,-0.759,-0.023,14.693,24.63,2
342,0.077,0.04,22.953,-0.584,-0.483,19.19,22.451,2
343,0.02,0.032,12.641,-1.292,-0.66,17.301,14.633,2
344,0.048,0.034,9.743,-1.158,-0.813,27.531,16.379,2
345,0.046,0.034,17.944,-0.832,-0.577,18.184,20.794,2
346,0.05,0.039,16.4,-1.138,-0.687,22.757,12.409,2
347,0.099,0.061,21.656,-0.728,-0.116,24.688,23.87,2
348,0.046,0.034,9.686,-1.378,-0.353,11.135,15.115,2
349,0.143,0.123,23.867,-0.054,-0.667,23.683,21.561,0
350,0.039,0.047,16.778,-0.741,-0.346,18.053,17.91,2
351,0.052,0.063,12.733,-0.915,-0.507,12.146,14.394,2
352,0.02,0.027,11.965,-1.286,-0.704,11.932,14.658,2
353,0.046,0.039,12.017,-1.075,-0.75,15.424,16.626,2
354,0.044,0.041,10.117,-1.244,-0.859,18.998,16.885,2
355,0.109,0.08,7.884,0.031,0.373,26.11,32.745,0
356,0.075,0.062,13.448,-0.882,-0.362,23.02,19.662,2
357,0.074,0.056,13.386,-0.903,0.499,22.3,21.256,2
358,0.057,0.054,9.685,-0.759,-0.454,21.287,22.855,2
359,0.073,0.054,12.906,-0.489,-0.486,29.325,25.496,2
360,0.092,0.06,9.92,-0.431,0.595,21.687,23.711,2
361,0.087,0.055,8.745,-0.838,-0.233,17.292,18.271,2
362,0.205,0.165,36.267,-0.195,0.237,33.023,15.912,1
363,0.237,0.16,44.364,-0.015,-0.146,37.57,16.009,1
364,0.098,0.082,21.126,-0.567,-0.226,17.199,20.593,2
365,0.074,0.072,14.165,-0.682,-0.706,21.068,17.969,2
366,0.053,0.039,13.957,-0.965,-0.624,23.936,16.171,2
367,0.197,0.164,30.801,0.357,-0.117,26.36,21.727,1
368,0.135,0.106,37.08,0.174,0.578,46.339,17.05,1
369,0.241,0.205,48.486,0.69,0.056,37.794,30.276,1
370,0.112,0.085,26.088,-0.393,0.066,20.731,27.738,0
371,0.083,0.058,17.181,-0.26,0.727,21.867,27.96,0
372,0.064,0.071,16.399,-0.888,0.142,23.725,14.852,2
373,0.123,0.095,21.688,-0.211,0.181,30.105,28.836,0
374,0.122,0.075,23.517,-0.573,0.254,24.86,28.683,0
375,0.134,0.087,30.464,-0.259,-0.771,47.069,13.297,1
376,0.149,0.129,27.77,-0.036,-0.079,44.107,22.274,1
377,0.033,0.037,6.073,-1.105,-0.685,29.39,10.99,2
378,0.101,0.085,19.715,-0.35,0.989,33.052,17.296,0
379,0.096,0.053,9.625,-0.742,-0.253,22.275,27.452,2
380,0.22,0.136,32.616,0.563,0.219,34.66,19.851,1
381,0.253,0.195,40.72,0.897,0.336,36.791,22.337,1
382,0.066,0.067,10.449,-0.773,-0.156,33.06,11.659,2
383,0.07,0.056,13.402,-0.924,0.288,16.66,18.881,2
384,0.082,0.057,11.196,-1.107,0.066,24.705,14.27,2
385,0.056,0.044,14.297,-0.457,-0.085,22.19,20.569,2
386,0.085,0.068,22.158,-0.908,-0.304,22.714,24.914,2
387,0.154,0.092,23.61,-0.062,-0.219,31.201,31.407,0
388,0.046,0.039,10.425,-0.883,0.03,19.378,30.198,2
389,0.075,0.052,7.925,-0.63,-0.444,21.591,15.564,2
390,0.031,0.03,9.871,-0.966,-0.92,17.101,17.388,2
391,0.046,0.038,12.869,-0.554,-1.064,20.97,23.289,2
392,0.119,0.106,33.033,-0.448,-0.882,27.601,20.399,0
393,0.047,0.043,20.401,-1.177,-0.452,20.766,22.475,2
394,0.093,0.09,17.028,-0.656,-0.419,17.692,27.399,2
395,0.14,0.097,26.036,-0.017,-0.318,25.536,25.429,0
396,0.159,0.106,21.148,-0.249,0.336,33.431,20.091,0
397,0.198,0.123,22.344,-0.18,1.236,33.367,14.797,1
398,0.22,0.126,23.039,0.148,0.508,37.505,17.527,1
399,0.175,0.113,21.194,0.175,0.393,39.923,31.647,1
400,0.15,0.084,20.805,-0.179,0.633,33.11,25.805,0
401,0.096,0.069,19.482,-0.606,-0.239,20.98,27.796,2
402,0.18,0.102,22.216,-0.075,0.351,22.572,29.548,0
403,0.036,0.039,17.739,-1.249,-1.23,15.839,14.198,2
404,0.034,0.031,15.232,-0.804,-0.148,20.11,18.793,2
405,0.055,0.045,18.064,-0.831,-0.407,18.704,24.538,2
406,0.037,0.037,13.642,-0.87,-0.567,28.195,19.754,2
407,0.061,0.048,23.404,-0.845,-0.133,20.965,19.08,2
408,0.092,0.052,12.568,-0.966,0.472,20.599,29.738,2
409,0.039,0.035,14.993,-1.211,-0.244,14.663,14.797,2
410,0.168,0.11,16.656,-0.361,1.066,32.585,15.171,0
411,0.112,0.083,17.267,-0.351,0.255,35.737,21.216,0
412,0.133,0.061,18.214,-0.624,0.094,37.213,22.374,0
413,0.049,0.045,12.155,-0.777,-0.439,23.046,20.176,2
414,0.073,0.061,22.13,-0.76,-0.463,18.607,14.547,2
415,0.04,0.049,9.262,-0.614,-0.69,21.332,14.052,2
416,0.277,0.159,21.499,0.029,0.694,42.826,11.804,1
417,0.042,0.037,10.341,-1.349,-0.95,16.025,18.795,2
418,0.04,0.032,4.241,-1.336,-0.144,17.836,29.816,2
419,0.041,0.039,8.465,-0.545,-1.388,23.716,11.394,2
420,0.077,0.042,11.211,-0.843,-0.896,23.027,29.847,2
421,0.086,0.072,12.821,-0.936,-0.466,27.715,17.632,2
422,0.153,0.094,20.885,0.369,0.2,34.46,17.261,0
423,0.257,0.187,30.708,0.498,0.827,49.187,18.42,1
424,0.128,0.081,14.003,-0.594,-0.42,34.21,8.52,0
425,0.256,0.161,30.508,0.225,0.452,40.702,18.596,1
426,0.165,0.111,27.648,-0.08,0.377,29.349,17.061,1
427,0.224,0.162,28.709,0.601,0.684,36.153,19.367,1
428,0.239,0.18,52.524,0.629,-0.15,34.138,18.222,1
429,0.205,0.123,32.203,-0.158,0.615,41.706,19.646,1
430,0.037,0.039,13.009,-1.169,-1.501,13.039,14.9,2
431,0.089,0.066,19.26,-0.314,-0.051,20.571,16.685,2
432,0.09,0.056,23.391,-0.719,0.023,20.997,25.78,2
433,0.157,0.116,28.584,-0.385,0.502,20.007,28.788,0
434,0.037,0.046,20.482,-1.398,-0.327,16.176,17.621,2
435,0.215,0.136,31.82,0.227,0.393,25.151,16.815,1
436,0.093,0.078,22.117,-0.759,-0.658,21.88,17.986,2
437,0.1,0.1,17.594,-0.033,-0.344,26.372,23.621,0
438,0.029,0.043,5.754,-1.493,-0.179,26.486,14.944,2
439,0.032,0.031,11.348,-1.253,-0.474,22.305,12.192,2
440,0.037,0.035,12.405,-0.71,-0.645,15.506,18.44,2
441,0.071,0.047,6.153,-0.727,0.31,19.879,23.184,2
442,0.026,0.028,3.883,-1.029,-0.708,13.282,11.678,2
443,0.028,0.034,4.298,-0.824,0.164,15.363,13.959,2
444,0.123,0.103,19.042,-0.456,-0.121,25.716,15.171,0
445,0.043,0.038,17.165,-0.978,-0.735,18.542,20.03,2
446,0.056,0.042,14.166,-0.962,-0.803,15.224,20.561,2
447,0.052,0.041,19.152,-1.101,-0.491,14.788,20.351,2
448,0.116,0.09,23.051,-0.291,0.245,22.405,22.02,0
449,0.049,0.043,15.974,-0.887,-0.279,16.22,20.012,2
450,0.039,0.041,12.419,-1.267,-0.868,16.809,18.498,2
451,0.081,0.049,13.122,-0.47,0.042,24.27,19.804,2
452,0.046,0.032,4.795,-0.809,-0.833,23.137,11.176,2
453,0.121,0.077,10.295,-0.455,-0.176,23.98,13.645,2
454,0.034,0.031,8.071,-1.412,-0.744,24.722,8.031,2
455,0.037,0.035,8.647,-1.506,-0.217,27.514,13.09,2
456,0.101,0.06,13.872,-0.471,-0.455,23.096,32.556,2
457,0.035,0.035,9.061,-0.803,-1.045,15.812,16.249,2
458,0.215,0.117,18.513,-0.185,0.057,35.396,11.461,1
459,0.225,0.137,26.542,0.065,-0.104,35.338,10.067,1
460,0.183,0.115,18.835,-0.319,-0.079,36.332,9.394,1
461,0.157,0.084,14.14,-0.484,-0.181,31.952,14.221,0
462,0.158,0.074,5.808,-0.559,-0.179,50.582,9.245,0
463,0.143,0.086,10.345,-0.269,0.332,35.858,13.773,0
464,0.241,0.176,26.159,0.069,1.145,45.243,12.145,1
465,0.097,0.07,22.598,-0.464,-0.261,49.84,24.382,0
466,0.143,0.055,12.33,-0.718,0.04,48.046,41.409,0
467,0.145,0.085,27.046,-0.747,0.167,46.265,29.84,0
468,0.121,0.076,28.272,-0.819,-0.462,46.983,20.327,0
469,0.124,0.068,13.258,-0.91,-0.457,53.276,23.986,0
470,0.098,0.058,28.684,-1.101,0.379,38.157,29.632,0
471,0.11,0.061,30.81,-0.982,-0.117,52.686,29.429,0
472,0.134,0.064,21.904,-1.069,0.408,45.058,38.057,0
473,0.106,0.07,7.354,-1.14,0.092,34.914,24.661,2
474,0.072,0.045,3.875,-1.037,0.395,29.622,24.978,2
475,0.169,0.117,6.912,-0.519,0.077,54.349,30.802,0
476,0.229,0.15,13.984,0.406,0.234,45.676,21.805,1
477,0.233,0.144,21.164,-0.053,0.402,45.991,24.973,1
478,0.264,0.178,22.619,-0.188,-0.146,56.541,28.134,1
479,0.205,0.1,17.394,0.589,0.259,45.94,15.022,1
480,0.086,0.057,7.505,-1.159,0.397,40.994,18.492,2
481,0.123,0.068,7.192,-0.782,0.109,40.432,21.233,0
