,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,area,summary,m_price,minimum_ni,m_monrevie,m_hostlist,m_avaliabl,geometry,density,Unnamed: 0,code,name,london_imd_rank,london_imd_decile,imd,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env,cluster_id
4655,E01032574,Enfield 037E,E02006793,Enfield 037,E09000010,Enfield,E12000007,London,2059,2059,0,56.5,695,3.0,368264.4000570777,5.0,29.6,1.4,0.83,1.2,0.203835616438356,"POLYGON ((-0.0684809881881884 51.61465297666669, -0.0683568363471434 51.61421418826991, -0.0693231985381633 51.61312962640906, -0.0692147873303143 51.612356227750645, -0.068757162823653 51.61210395177676, -0.0686584052961418 51.61205580892133, -0.0696919669652399 51.61000691057441, -0.0704280356083648 51.60983445188195, -0.0708070087460766 51.60871140850282, -0.0756271149779316 51.608452541702576, -0.0773699926204405 51.60843694993063, -0.0773960862777261 51.609064636644696, -0.07976015414348 51.61039827440796, -0.07973294632195 51.61061142682862, -0.0778277890660215 51.610580243960044, -0.0783094108708814 51.61146001936749, -0.07941552925477 51.61150904798374, -0.0794025298401005 51.611829676653834, -0.0761239166851994 51.61193716631293, -0.0761654713857195 51.61226985749185, -0.0762754888761753 51.614199928441316, -0.0750999527869141 51.61424397310244, -0.0717212934772538 51.61466550593424, -0.0701912928277145 51.6146042935385, -0.0684809881881884 51.61465297666669))",1.3577201595443503e-05,4655,E01032574,Enfield,972,3,31.481,0.179,0.102,27.832,-0.038,0.706,48.043,29.495,1
4656,E01032575,Haringey 037D,E02006794,Haringey 037,E09000014,Haringey,E12000007,London,1908,1889,19,131.8,672,2.8,146595.05801125406,3.0,52.333333333333336,6.666666666666667,0.576666666666667,1.333333333333333,0.042009132420091,"POLYGON ((-0.0710279701802428 51.60538113967809, -0.0709199128029553 51.60404712144664, -0.0706168852208071 51.60428385805841, -0.0698867662725354 51.6041451861771, -0.0697801491106059 51.60383872320509, -0.0688987344494421 51.60400691572669, -0.0679718742877205 51.60340782669098, -0.0682617084175092 51.6026958345744, -0.0678220228666222 51.602340732552086, -0.0696752005040444 51.602227345771574, -0.0697925719393015 51.60261143791381, -0.0702919059757436 51.602659188443454, -0.0697964274509494 51.603327877154726, -0.0727008620937261 51.603815363575855, -0.0727965046030515 51.603843650626274, -0.0730479272466623 51.60442297236574, -0.0734797204733581 51.6041649087846, -0.0735830813393235 51.60446702537308, -0.0728456313671416 51.604915917938726, -0.0731498956228862 51.605935379522805, -0.0750727515489959 51.60620073369428, -0.0752762749185403 51.606919906638275, -0.0754422878116847 51.607506490830175, -0.0755028597300214 51.60786535663227, -0.0756271149781414 51.6084525417024, -0.0708070087449171 51.60871140850319, -0.0711399416158587 51.60790952825035, -0.071358421441054 51.607146915956434, -0.0714082853418812 51.60686007551199, -0.0710279701802428 51.60538113967809))",2.0464537077161843e-05,4656,E01032575,Haringey,420,1,37.628,0.253,0.156,31.875,0.098,1.011,36.963,27.592,1
4659,E01032579,Lewisham 039E,E02006798,Lewisham 039,E09000023,Lewisham,E12000007,London,1460,1460,0,83.5,711,2.1,173877.775774515,26.0,54.80769230769231,2.230769230769231,0.959130434782609,1.576923076923077,0.371232876712329,"POLYGON ((-0.0210924099790014 51.47626177795884, -0.0228140725009977 51.47587715979047, -0.0209222967608561 51.47609973587518, -0.0209646907962288 51.475685888051316, -0.0227729957452599 51.4753278586134, -0.02271245054288 51.47528371758236, -0.0228044393268907 51.47446384888395, -0.0235264822711711 51.47455319837587, -0.0262069789542362 51.474955841068706, -0.0259126070452537 51.47604857814959, -0.0253537451650731 51.47593202827977, -0.0252579140399803 51.47627535599635, -0.0248117137174622 51.47693766071822, -0.0252807263457356 51.47760665864393, -0.0226350709201495 51.47765199696376, -0.0227185372715482 51.477951728208666, -0.0229265704341346 51.478506659262166, -0.0230745448221386 51.479628303837835, -0.0203679419421024 51.47993525863305, -0.0200984969021259 51.48033768241232, -0.0194838240690464 51.480543135034544, -0.0187255785901078 51.48078399075537, -0.0178752482958995 51.48088012124234, -0.0171165258372225 51.4804094833709, -0.0190744034553811 51.47982927591836, -0.019614777789015 51.47791981248422, -0.0193749747553373 51.47721298245078, -0.0200233603561525 51.47713850300925, -0.0210924099790014 51.47626177795884))",0.0001495303231490426,4659,E01032579,Lewisham,521,2,36.046,0.218,0.144,15.895,0.546,1.195,40.467,28.193,1
4661,E01032581,Redbridge 034G,E02006800,Redbridge 034,E09000026,Redbridge,E12000007,London,1652,1652,0,57.1,699,2.4,287842.8946444118,2.0,29.0,1.0,1.89,1.0,0.96027397260274,"POLYGON ((0.127666323928114 51.56611174051989, 0.1255785401161164 51.56459877249965, 0.124987714669759 51.56425106854232, 0.124787465015122 51.56417383241654, 0.1218953183345226 51.56361121427423, 0.1202714870759371 51.56330000685975, 0.1190331863707154 51.56306479956, 0.1188733590109649 51.5627304487726, 0.1197501269583508 51.56249271440141, 0.1190503110103357 51.56146628806696, 0.1176482265008414 51.56274989784943, 0.1157873486332007 51.562906528577635, 0.1157614471632514 51.56340561690941, 0.1146040395915183 51.563445332344024, 0.114605752822516 51.56381064099758, 0.1184955327162033 51.56384613277204, 0.1181946950279622 51.56494876169723, 0.1171485631054239 51.56489858878545, 0.1170475965887706 51.56535842960741, 0.1175035284795214 51.56540570498042, 0.1183840748361861 51.56558014098058, 0.1187303938659767 51.566234809879425, 0.1193561837476253 51.56634940587337, 0.1192548488813805 51.56665849176241, 0.1205387358316162 51.56683674954969, 0.1227688152711615 51.56716197759054, 0.1243759192293462 51.56738867041094, 0.1265182701957675 51.56769394117654, 0.1296766296264972 51.56810139099214, 0.1297357089513998 51.567915598178445, 0.1293623399073985 51.56652948548881, 0.1285385384941435 51.56638776202622, 0.127666323928114 51.56611174051989))",6.948234739199348e-06,4661,E01032581,Redbridge,1467,4,27.56,0.189,0.117,22.271,-0.394,0.833,32.678,26.36,1
4672,E01032720,Southwark 009F,E02000815,Southwark 009,E09000028,Southwark,E12000007,London,1732,1656,76,101.9,681,2.4,165731.44177558614,98.0,171.18367346938774,3.744897959183673,1.486875,10.744897959183673,0.373077998322617,"POLYGON ((-0.0936278775104765 51.49611618769486, -0.0932447151927759 51.49592807422723, -0.0930416381630388 51.49615453264943, -0.0926632411564742 51.495343614282504, -0.0905978634458291 51.495330353619174, -0.0903303188374873 51.494194621315735, -0.0918321800604535 51.494170248325695, -0.0928961145334017 51.49415297924518, -0.0936544800144105 51.49414124580478, -0.0943060722339358 51.49414631506401, -0.0947238897669892 51.49374075814512, -0.0944425745816103 51.49307669782538, -0.0962464536221232 51.49232658216118, -0.0980656672608186 51.49191507869653, -0.0984494017602765 51.49245641457941, -0.0986513570036874 51.492758225030535, -0.0993645934074511 51.493209551444515, -0.1003937412605932 51.493338499465516, -0.1006857915559031 51.49469534521466, -0.0997878566305333 51.49506930495576, -0.099927670425934 51.49526054044394, -0.1000440370736318 51.49558468385922, -0.1000475831363112 51.49562794165387, -0.0984133268042762 51.49563258498891, -0.095887810667876 51.494971341712684, -0.0952803707926788 51.49493392373877, -0.0949934770399198 51.49473987072178, -0.0942243706197542 51.49515362272196, -0.0938468228744709 51.49543676892266, -0.0946392392344314 51.49567684425341, -0.0938460022694738 51.49621340015549, -0.0936278775104765 51.49611618769486))",0.0005913180923913037,4672,E01032720,Southwark,27,1,49.164,0.28,0.145,13.807,0.941,1.77,39.184,69.793,1
4678,E01032743,Ealing 010F,E02000247,Ealing 010,E09000009,Ealing,E12000007,London,2173,2173,0,226.8,818,2.7,97428.85912911368,2.0,59.0,3.0,0.5,1.0,0.423287671232877,"POLYGON ((-0.3755745205269679 51.53105310664301, -0.3756764063530948 51.53080886762938, -0.3747468884008436 51.53081450927969, -0.3749785214183665 51.53019116632255, -0.3743934248905371 51.53010366795412, -0.3751965234281207 51.52972739906926, -0.37597582960815 51.52982979352188, -0.376380483121494 51.52884091669854, -0.3775903391183074 51.52900911068661, -0.3810055346032261 51.52941627685319, -0.379765256386289 51.5307984614817, -0.3797282288455568 51.530881424928126, -0.3796433994835448 51.53107142803073, -0.378622507780533 51.532166073747014, -0.3781788004887268 51.53219300517527, -0.3764783820906643 51.53201360596337, -0.376360506759268 51.53138012682707, -0.3763498899804864 51.531113630097714, -0.3755745205269679 51.53105310664301))",2.0527798620217654e-05,4678,E01032743,Ealing,1482,4,27.393,0.189,0.119,12.956,-0.184,0.125,47.327,18.744,1
4681,E01032765,Tower Hamlets 004F,E02000867,Tower Hamlets 004,E09000030,Tower Hamlets,E12000007,London,1488,1488,0,183.7,645,2.3,81800.25115167156,34.0,82.55882352941177,3.911764705882353,0.648,1.735294117647059,0.25044319097502,"POLYGON ((-0.0238675930422257 51.53472718248546, -0.0218743184845193 51.53341050118954, -0.0215122949111852 51.53341450330893, -0.0225533124382522 51.53283545989934, -0.0219333031041125 51.53220855307396, -0.0229858608986681 51.53167519419446, -0.0236465545498721 51.53122613957659, -0.0233117865907392 51.530844328338716, -0.0230062335058514 51.53032875763388, -0.0252060388549706 51.52990491459879, -0.0261110306446037 51.529780491871776, -0.0269015920034061 51.52969828214307, -0.0264662117284897 51.530228725280885, -0.0272600459016649 51.53090606658553, -0.0268520162488573 51.530587420609, -0.0268805874959251 51.530795594698986, -0.0257450845110693 51.53069829779391, -0.0257249872540976 51.530299712426434, -0.0258734327718419 51.52996140857238, -0.0252482615723082 51.53004931851273, -0.0249180393953811 51.53012665263501, -0.0236541226819134 51.53068089163074, -0.0243573140380337 51.53120786168921, -0.0248888347330697 51.53098893078717, -0.0247723386011923 51.531348319547334, -0.0258212137429828 51.53162100766186, -0.0255625966925929 51.53222379133606, -0.024446209607613 51.53269958861248, -0.0248439746710712 51.53366442326781, -0.0251399531569672 51.5340417278806, -0.0252903736274715 51.534224220407836, -0.0254752444260059 51.53445497146608, -0.0238675930422257 51.53472718248546))",0.0004156466455947455,4681,E01032765,Tower Hamlets,1387,3,28.215,0.209,0.12,20.301,0.388,0.091,33.982,22.205,1
4690,E01032774,Tower Hamlets 032E,E02006853,Tower Hamlets 032,E09000030,Tower Hamlets,E12000007,London,1298,1297,1,63.6,583,2.2,204297.14816177878,66.0,145.83333333333334,4.136363636363637,0.944888888888889,11.272727272727273,0.344292237442922,"POLYGON ((-0.0168960345480764 51.49698821385113, -0.0171376179135573 51.495109880174645, -0.0173026266978374 51.49390382952298, -0.0176950893385894 51.492889139138136, -0.018089217147977 51.49290113381912, -0.0207864780224992 51.493304626021796, -0.0225118421760893 51.493410703053144, -0.0236912481872679 51.493495270545125, -0.0244043487943802 51.493564183324935, -0.0241604093885748 51.494446408859154, -0.0247270025724652 51.49453589012354, -0.0239338799742864 51.49491286339302, -0.0240066708197376 51.49556156214473, -0.02144685367319 51.495604045815334, -0.0214703403693536 51.496420041360025, -0.0228040268352323 51.496386601552906, -0.0228076026776918 51.49663688284492, -0.0216022662033317 51.496950676430956, -0.0216049632582043 51.49726069024379, -0.0214926707070824 51.49777807736622, -0.0213330173141317 51.49790128097615, -0.0211298581186529 51.49721308809456, -0.0194591178174785 51.49700192658329, -0.0193922729853294 51.496998504474384, -0.0191359793246184 51.496961073410695, -0.0189561833696451 51.498027840364294, -0.016840594150607 51.49856147083876, -0.0167179119827035 51.49852532281013, -0.016875350186634 51.49716668339259, -0.0168960345480764 51.49698821385113))",0.00032305884146623494,4690,E01032774,Tower Hamlets,1131,3,30.236,0.189,0.121,27.345,0.738,-0.021,36.445,23.299,1
4702,E01032786,Tower Hamlets 010F,E02000873,Tower Hamlets 010,E09000030,Tower Hamlets,E12000007,London,1561,1561,0,267.8,674,2.3,55613.26189578506,27.0,64.22222222222223,5.25925925925926,1.0925,3.814814814814815,0.115778792491121,"POLYGON ((-0.044011346703134 51.53161463101655, -0.0422304457405241 51.5303860458445, -0.042771742378946 51.53031341723133, -0.0429254909812304 51.53053531199931, -0.0438768362563771 51.53049306159022, -0.0441167778102987 51.529917786573094, -0.0453887393959752 51.52954363825436, -0.0452976655872049 51.529436250773834, -0.0462157628438365 51.52902672741144, -0.0466995479715538 51.52919645345946, -0.0464245679295719 51.52863704890132, -0.0467702369779019 51.52851027255743, -0.0473858458743473 51.52902274039804, -0.047708391587013 51.52951770198878, -0.0478603501037555 51.53011526191155, -0.0471665094490211 51.529976710338154, -0.0463642628978332 51.53062968479641, -0.0453874264215164 51.53144073014321, -0.044804423247124 51.53164864373496, -0.0445180370393975 51.531854566323275, -0.044011346703134 51.53161463101655))",0.0004854957087501162,4702,E01032786,Tower Hamlets,1579,4,26.705,0.198,0.132,15.966,0.264,0.152,27.553,25.914,1
4703,E01032787,Tower Hamlets 011F,E02000874,Tower Hamlets 011,E09000030,Tower Hamlets,E12000007,London,2567,2567,0,241.9,793,3.2,107003.43864965087,40.0,46.85,5.025,0.9434375,32.575,0.438082191780822,"POLYGON ((-0.0507381078169432 51.527100026883566, -0.0491683850509282 51.52509127877428, -0.0489437452978254 51.52488479526722, -0.049462590268925 51.52451703930235, -0.0490515662743493 51.52412956476683, -0.0507591620737956 51.52362311101336, -0.0516159656357811 51.523123185926444, -0.052944027799604 51.52282089420105, -0.0543383194387193 51.5227970357675, -0.0545312737740962 51.52371784060183, -0.0540193382292373 51.52348617018383, -0.054008214179238 51.52313102995076, -0.0530921344913537 51.52315976567746, -0.0531035976650413 51.52338579598942, -0.0532350670751615 51.52435917830458, -0.0531002360761062 51.524735348741096, -0.0530718462917441 51.5248060988549, -0.0525295245680758 51.526029081085106, -0.0519711558941284 51.526361069037215, -0.0518168222949091 51.52668341715618, -0.0521097690271137 51.52701264513594, -0.0526942309584281 51.52688086011512, -0.0526372653981585 51.52669044049055, -0.0530140913613563 51.52672909626658, -0.053351600715207 51.52757766339986, -0.0511421882536429 51.52786981665158, -0.0510612990971342 51.527718152519135, -0.0508190445481911 51.52725964150827, -0.0507381078169432 51.527100026883566))",0.00037381976228789644,4703,E01032787,Tower Hamlets,697,2,34.191,0.264,0.136,27.342,0.01,0.931,31.894,24.545,1
4708,E01032805,Southwark 022F,E02000828,Southwark 022,E09000028,Southwark,E12000007,London,2551,2538,13,146.2,940,2.7,175293.40766207487,24.0,77.54166666666667,3.125,0.496666666666667,1.375,0.19189497716895,"POLYGON ((-0.061613415875867 51.477545260107625, -0.0611114356635077 51.47700413682706, -0.0610064836709884 51.476658441401135, -0.0610049486302584 51.47657680771959, -0.0610480611719666 51.476229828863005, -0.0604984342873101 51.475670765785715, -0.0608088174727817 51.475318360856434, -0.0604145507930803 51.47524816234701, -0.0606683357527317 51.47393669925746, -0.0619305176728281 51.474008099455304, -0.0638761145493826 51.47401226758202, -0.064691054803031 51.47398033615027, -0.0658740548804292 51.47398238439844, -0.065772685870869 51.475569946610406, -0.064758533670012 51.47569100623669, -0.0654275968928644 51.47601002765853, -0.0650764286151217 51.47725272679908, -0.0666107644714182 51.47720844315611, -0.0666903440264483 51.47741821378631, -0.0653867951718588 51.47749402202507, -0.0663668893445079 51.477651382828036, -0.0666503150576201 51.478510240585514, -0.0653942721755127 51.47870076916725, -0.0649334646725387 51.4787704118939, -0.063064148591887 51.4792601936915, -0.062685287889308 51.4789023670718, -0.061613415875867 51.477545260107625))",0.0001369133062109583,4708,E01032805,Southwark,418,1,37.664,0.25,0.156,19.536,0.307,0.924,35.268,41.827,1
4710,E01033000,Hounslow 025F,E02000550,Hounslow 025,E09000018,Hounslow,E12000007,London,1785,1785,0,212.2,663,2.7,81840.55806124368,2.0,28.5,4.0,0.74,1.0,0.20958904109589,"POLYGON ((-0.4139882181159599 51.447037698604085, -0.4137220720378511 51.446699359091056, -0.4131712583878997 51.44670016007017, -0.4133369771129025 51.44636602753015, -0.4129783413218369 51.44584495161914, -0.4122442711518418 51.44609030420713, -0.4117811486450613 51.445981509859756, -0.4121493942716814 51.445658431274616, -0.4116382746517192 51.445264163655665, -0.4126568543061066 51.44511512634628, -0.4123240935108999 51.44449241672016, -0.4128810556126143 51.44445047332146, -0.4131881474622525 51.44518747692244, -0.413620168718596 51.44465672516942, -0.4146995990723497 51.44506698816541, -0.4159376556190831 51.44588403847771, -0.4152171433973311 51.44612561819836, -0.4149432267823385 51.44671398691655, -0.415449000312453 51.44710682769866, -0.4149600047368051 51.44744676328622, -0.4160003988412552 51.44775010697206, -0.4163743213582508 51.44814769953104, -0.4153015885759374 51.44933686097952, -0.4121876857777852 51.44813910170236, -0.4128323665643226 51.44811157399031, -0.4136025064590214 51.44743461621837, -0.4133135728869048 51.447187005610445, -0.4139882181159599 51.447037698604085))",2.4437761024348608e-05,4710,E01033000,Hounslow,520,2,36.05,0.239,0.154,32.459,0.449,0.4,40.629,22.204,1
4717,E01033086,Haringey 020F,E02000416,Haringey 020,E09000014,Haringey,E12000007,London,1091,1091,0,180.9,488,2.2,60898.779208535925,4.0,43.75,2.0,1.23,1.0,0.193150684931507,"POLYGON ((-0.1198800614000235 51.59134068953314, -0.1199295887380447 51.590771228426824, -0.1188104742856192 51.59103197980382, -0.1186123959925089 51.59032528228145, -0.1173756474071206 51.590273715576984, -0.1176981686202849 51.589661576626085, -0.1188224156035697 51.58943597071993, -0.1186139961672563 51.5886715377061, -0.1184843087528863 51.588185746915336, -0.1192298226807423 51.58787904996914, -0.1200762202065731 51.588368184539654, -0.1208714095131414 51.58861435391094, -0.1209411397163588 51.58901517468121, -0.122538536800141 51.58891036754676, -0.1221830547259427 51.58945568195656, -0.1208427795178401 51.58953240873387, -0.1209817356822004 51.589941909442175, -0.1206197635067509 51.589974673037084, -0.1209954838654168 51.591412939148256, -0.1198800614000235 51.59134068953314))",6.568276165771377e-05,4717,E01033086,Haringey,183,1,41.863,0.291,0.191,34.493,0.783,0.532,34.426,21.286,1
4727,E01033148,Enfield 003F,E02000279,Enfield 003,E09000010,Enfield,E12000007,London,1950,1950,0,43.3,661,3.0,451446.0123754961,3.0,93.33333333333333,1.0,0.02,1.333333333333333,0.831050228310502,"POLYGON ((-0.0105920196943443 51.66906214993976, -0.0113298950261562 51.666537589956526, -0.0114687587480855 51.66357221606596, -0.0098712094311617 51.661774770811505, -0.0114948781178791 51.662137192566114, -0.0172782303305129 51.66292618140013, -0.0174197789224523 51.66334812299762, -0.0203864907273977 51.66352013822042, -0.0222461753641192 51.6647289174952, -0.0228124109238257 51.66607140190769, -0.0222345179583798 51.66736226471398, -0.0207141765887546 51.668698851026775, -0.0206399342552983 51.668335510201814, -0.0197612721842327 51.668272452400075, -0.0190504047897537 51.66861156386258, -0.0189205394484712 51.668224101044736, -0.0183972936400115 51.66820227868151, -0.0184081760398103 51.66735710092074, -0.0179633663566108 51.66774105314908, -0.0179009382831032 51.667315313405574, -0.0165318380378977 51.66760147383418, -0.0164946029023843 51.66706675668335, -0.0156134089458857 51.667022607911676, -0.0156030312999631 51.666795148481505, -0.0141837712431801 51.666576919783026, -0.0128103559022659 51.66703169818228, -0.0137153236970722 51.66810956526986, -0.0154867279730732 51.6682039268541, -0.0154158914569462 51.66834630311741, -0.0149833777542002 51.6682255532398, -0.014088702194879 51.66966495464916, -0.0136068426089858 51.66854605813678, -0.0123579454775925 51.6689652323617, -0.0126707045111107 51.67109446923303, -0.0114438845683446 51.671106173318755, -0.010887150675214 51.669762409453035, -0.0108340172625595 51.66969738431075, -0.0105920196943443 51.66906214993976))",6.645312878530226e-06,4727,E01033148,Enfield,536,2,35.962,0.27,0.149,27.631,-0.643,0.113,60.417,14.88,1
4728,E01033150,Enfield 003G,E02000279,Enfield 003,E09000010,Enfield,E12000007,London,1656,1656,0,100.8,702,2.4,169213.47904998699,8.0,54.625,2.625,0.0875,1.375,0.423630136986301,"POLYGON ((-0.0126707045115 51.671094469235264, -0.0123579454790048 51.66896523236062, -0.0136068426091235 51.66854605813882, -0.0140887021955237 51.66966495464528, -0.0149833777525464 51.66822555323967, -0.0154158914560016 51.66834630311558, -0.0154867279776019 51.66820392685672, -0.0137153236998759 51.66810956526862, -0.0128103559029541 51.66703169818335, -0.0141837712436595 51.66657691978338, -0.0156030313026262 51.66679514848192, -0.0156134089433539 51.66702260791193, -0.0164946028999655 51.66706675668649, -0.0165318380401345 51.66760147383295, -0.0179009382802684 51.66731531340486, -0.0179633663565361 51.667741053149406, -0.0169330074319656 51.668682603117965, -0.0174398569667582 51.66906415854433, -0.0173111468432938 51.66981663110985, -0.0172742582402351 51.669873505956744, -0.0165759140421806 51.67113990758623, -0.0158735841733195 51.67102195067504, -0.016035277354547 51.670628997114726, -0.0156502786194348 51.670395055431364, -0.015267274698376 51.6708374586807, -0.014502292150198 51.670856648449, -0.0150124310279436 51.67240053367438, -0.0138389779976301 51.67264817347425, -0.0127931875668277 51.67477955802255, -0.0121945292209752 51.67478149431687, -0.0126707045115 51.671094469235264))",4.7277557585331234e-05,4728,E01033150,Enfield,1575,4,26.753,0.213,0.097,18.953,-0.6,-0.169,46.694,23.27,1
4730,E01033153,Waltham Forest 020G,E02000914,Waltham Forest 020,E09000031,Waltham Forest,E12000007,London,2616,2614,2,161.4,936,2.8,163691.9198347735,8.0,47.5,2.75,0.6475,1.875,0.08527397260274,"POLYGON ((-0.0084487784157076 51.572282790807485, -0.0082896961948446 51.569964131343056, -0.0091348379596677 51.570280723864855, -0.0101137449560611 51.5707229300426, -0.0084921998888051 51.571567349435064, -0.008871993074656 51.571814247535485, -0.0097261474913411 51.5716006238989, -0.0132921221247102 51.56976256014283, -0.0130786266944404 51.569536225840395, -0.0144115783760235 51.56926000251793, -0.0146799649289209 51.56950370157275, -0.0162281317637208 51.56916078594536, -0.0151853437674285 51.56790864072843, -0.0155316678561185 51.56777443915483, -0.0163151062438544 51.56804422709123, -0.0174790317282496 51.56917846585755, -0.0176117932169106 51.5701087427163, -0.0171251707490615 51.570314795359884, -0.0152331246938359 51.57115692983113, -0.0140607550095119 51.57172440752464, -0.01288924660881 51.57237072614151, -0.0125473176735297 51.57254411224108, -0.0101330837614734 51.57375630271996, -0.0098489223292562 51.57389554463843, -0.0086290220708964 51.57310064080089, -0.0084487784157076 51.572282790807485))",4.88722962506335e-05,4730,E01033153,Waltham Forest,387,1,38.058,0.297,0.163,27.348,0.05,0.042,43.183,27.367,1
4731,E01033207,Lambeth 004F,E02000621,Lambeth 004,E09000022,Lambeth,E12000007,London,1708,1635,73,70.7,766,2.1,237348.0866562736,96.0,122.05208333333333,4.3125,1.534805194805195,23.760416666666668,0.29152397260274,"POLYGON ((-0.1263285754848892 51.48443354924603, -0.1258719146277712 51.484410370615734, -0.1246789871695016 51.48440163982763, -0.124563947203598 51.48434450467836, -0.1230151716890826 51.48421817950943, -0.1232851039182632 51.483175747226724, -0.1225659068643661 51.482950714779655, -0.121830010184524 51.48305483520866, -0.1215984756873636 51.48374809551123, -0.1205028019991485 51.48372177078442, -0.1207529697662284 51.482054349133875, -0.1184280601931611 51.48260056670288, -0.118752197772631 51.48345000827563, -0.117467920530215 51.48368234897094, -0.1173842558134142 51.48322980333345, -0.1164491883882304 51.48326876927652, -0.1158863414557178 51.48305019075451, -0.1156644583367662 51.4822273025934, -0.1148743264327529 51.48240106356724, -0.1138705439695138 51.481358310683206, -0.1146017193440427 51.48074058906848, -0.1170212352775204 51.481898765444065, -0.1176570328191022 51.48223807499398, -0.1181083330726967 51.481976629722205, -0.116854457542979 51.48158131993549, -0.11732276676201 51.48123029700078, -0.1159647394894347 51.48069789490822, -0.1180926646302325 51.481064189316925, -0.1183288634797424 51.48084217634954, -0.1197209263367338 51.48128141198892, -0.1199591019973619 51.48102377193084, -0.1224701898823681 51.48179031871747, -0.1222514178121602 51.48208633108034, -0.1239427681280643 51.48263497288972, -0.1245190293876279 51.48179089552525, -0.1246926960218674 51.4810819202994, -0.1242533268253411 51.48112147408124, -0.124077745739014 51.480424969335616, -0.1236050770179676 51.48040051834047, -0.1240943217842891 51.47980795746194, -0.1243995642756385 51.480277234815574, -0.1245456628103179 51.480589482625795, -0.1253512244840506 51.480761245109434, -0.1255781574766953 51.480524061003436, -0.1262476221557278 51.48087122685337, -0.1266105774666899 51.481498556534305, -0.127679637957654 51.481417756673, -0.1280751270206265 51.480296232448346, -0.1284119696389176 51.47971185896866, -0.126029135394158 51.47952093620048, -0.1260682476236031 51.479269769328866, -0.1286780561809575 51.479245902502704, -0.1284342719395622 51.47962862004482, -0.1305526103339842 51.48016852306328, -0.129938245120274 51.481127378454346, -0.1275384362288957 51.481876370894085, -0.1263285754848892 51.48443354924603))",0.0004044692390506891,4731,E01033207,Lambeth,382,1,38.088,0.22,0.154,11.0,1.01,0.767,33.237,50.85,1
4740,E01033455,Brent 031G,E02000123,Brent 031,E09000005,Brent,E12000007,London,1189,1151,38,191.5,501,2.3,61143.239269694925,25.0,52.88,7.16,1.532608695652174,17.64,0.472547945205479,"POLYGON ((-0.2444629267379442 51.53657617494474, -0.2436378669649382 51.53599947425355, -0.2433181333485696 51.53623519667342, -0.2417369474328073 51.53521254790151, -0.2413373074193647 51.535410297573016, -0.2406895762342696 51.5349639704352, -0.2402064081797758 51.53515455563349, -0.2406631810808788 51.5349006280444, -0.2398967648978108 51.53396923970861, -0.2412975728799418 51.534871877631154, -0.2416632193459702 51.53467797990027, -0.2400265991979598 51.53346129340551, -0.2404850885536128 51.53316243044633, -0.2414772475543242 51.533570543283915, -0.2427617543545859 51.533916204776645, -0.2433692359477759 51.53389806477877, -0.2435425807041165 51.5340304830205, -0.2432956406583152 51.53439965382425, -0.2444803570607338 51.53527542125894, -0.2449516940562992 51.535607169571335, -0.2446640318503713 51.535929630116094, -0.2458606063179324 51.536047828494176, -0.2454071044915106 51.53617327935806, -0.2456160208911681 51.53642195805327, -0.2451017458522223 51.537005693639536, -0.2440338238829513 51.53697635148841, -0.2444629267379442 51.53657617494474))",0.0004088759493053391,4740,E01033455,Brent,178,1,42.066,0.238,0.146,38.009,0.031,1.312,38.504,52.255,1
4741,E01033456,Brent 027F,E02000119,Brent 027,E09000005,Brent,E12000007,London,2208,2200,8,83.4,743,3.0,266163.9800954265,9.0,71.0,2.222222222222222,0.873333333333333,1.555555555555556,0.19634703196347,"POLYGON ((-0.2636885905265147 51.54460253265943, -0.262974266801462 51.54407084473859, -0.2630691979261292 51.54454631668661, -0.2618690904711225 51.54426826068545, -0.2611184960189539 51.54388330931806, -0.2596524805303275 51.54392179375503, -0.2595147325809729 51.542672441904905, -0.2601691433616342 51.54252927859412, -0.2596089040476142 51.541905452966105, -0.2591006886647677 51.54189057511431, -0.2588980293480424 51.54144932628897, -0.2602059904161204 51.54123983876015, -0.2609040072977029 51.54160339762706, -0.262140409593877 51.54148849722187, -0.2621594546277155 51.54112899610519, -0.2634832404013684 51.54142977855317, -0.2637846011648443 51.54150375839777, -0.264071436672795 51.54116629428427, -0.2637799907647133 51.5409822698658, -0.2639797859643938 51.54075798122383, -0.2670650130693458 51.540556331069105, -0.2684835127349728 51.541159186331925, -0.2741935802219975 51.5433276586222, -0.2722652974652052 51.54451548932329, -0.2699412457221864 51.54305146331826, -0.2683806998025022 51.543891704111644, -0.2684577153260431 51.54418183601555, -0.2679097581206551 51.54383911640549, -0.2672390384578845 51.54391291304382, -0.2664875509210737 51.5433625872157, -0.2669084559358363 51.542796902635715, -0.2663383689226793 51.54252760360951, -0.2658204981013088 51.542999780537784, -0.2653209135813101 51.54345119252259, -0.265078471519232 51.54329698621428, -0.2650396041108618 51.54363336291683, -0.2654307969373445 51.54409991387159, -0.2650245418674179 51.54454352321483, -0.2636885905265147 51.54460253265943))",3.381374142651937e-05,4741,E01033456,Brent,12,1,52.88,0.336,0.26,25.772,0.48,0.832,49.233,28.421,1
