,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,area,summary,m_price,minimum_ni,m_monrevie,m_hostlist,m_avaliabl,geometry,density,Unnamed: 0,code,name,london_imd_rank,london_imd_decile,imd,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env,cluster_id
912,E01000930,Camden 020B,E02000185,Camden 020,E09000007,Camden,E12000007,London,1910,1910,0,164.4,1076,1.8,116957.97640883816,47.0,120.06382978723404,8.957446808510639,1.264117647058823,26.27659574468085,0.442436607403089,"POLYGON ((-0.1891897982927645 51.539091610528395, -0.1888679982112904 51.53842908153616, -0.189023228251763 51.538017862687575, -0.1878764977900511 51.53743330000726, -0.1891429433004927 51.5374205458713, -0.1895122403983652 51.537072142307814, -0.188897624535907 51.5367524799232, -0.1889383741337762 51.53596272927445, -0.1877809215640122 51.53602663203374, -0.1883129240438137 51.53554236113012, -0.1877834007291146 51.535017046133085, -0.1887733709253664 51.53452334578492, -0.1888331038401408 51.53457610932799, -0.1894721612970912 51.53508866829263, -0.1904183572397806 51.535536890982165, -0.1912887173483376 51.53611011830346, -0.1914835503238662 51.536289067671326, -0.1924624450437708 51.537129055570375, -0.1925186822797547 51.53717852604098, -0.1935025018342716 51.53804294124779, -0.1939824474548372 51.538463001544926, -0.1943058082641267 51.538744774475134, -0.1926386343174197 51.53947254912651, -0.1923359805779225 51.539156703681186, -0.1912960005497851 51.53918034907792, -0.1911616196017945 51.538699530095606, -0.1905282359433248 51.538851868774955, -0.1903794990512788 51.53983255332523, -0.1898633320368081 51.53973237306183, -0.1901685855946747 51.539127405893815, -0.1891897982927645 51.539091610528395))",0.00040185373792469577,912,E01000930,Camden,1072,3,30.755,0.249,0.118,17.051,0.005,0.684,25.149,40.831,1
913,E01000931,Camden 013C,E02000178,Camden 013,E09000007,Camden,E12000007,London,1910,1902,8,129.8,873,2.2,146630.82266138576,72.0,144.27777777777777,2.763888888888889,1.752068965517241,6.430555555555555,0.334094368340944,"POLYGON ((-0.1958670887878606 51.54314963409584, -0.1957542658209469 51.542361468446394, -0.1960206116986136 51.54284277310139, -0.1967579176408272 51.54264715688749, -0.1977933974374641 51.542188880661286, -0.1973584436586648 51.54179802487484, -0.1966877428435744 51.54197705248521, -0.1964251345184679 51.5419858477967, -0.1949867325118498 51.542115751668156, -0.1946097356655998 51.54051578594939, -0.1943963523572461 51.54018611357416, -0.1949145514139045 51.53995176950188, -0.195027913086678 51.54028081033589, -0.195569565512463 51.53985121238272, -0.1967953114160433 51.54090660450715, -0.1974494787141348 51.54143683195093, -0.1987399554201026 51.54249963609426, -0.1994898234114362 51.543108439865, -0.2003434328495077 51.54384147736293, -0.2014042704259404 51.54477194818442, -0.201949049013642 51.54530081428526, -0.2011800494213397 51.5455400040051, -0.1998626915025033 51.54589621120635, -0.1980916379986631 51.54631314024908, -0.1978409904674636 51.54630038794461, -0.1977897983189376 51.54596987739648, -0.196739648652271 51.545924794712796, -0.1970489313364255 51.54499485117739, -0.19642585335076 51.544676583251146, -0.1964700063476746 51.544378030901804, -0.1964499738902451 51.54426424785121, -0.1962955825073512 51.54385375422252, -0.1962240645758143 51.54366778889014, -0.1958670887878606 51.54314963409584))",0.0004910290939734372,913,E01000931,Camden,655,2,34.552,0.251,0.155,11.856,-0.085,1.515,25.412,32.996,1
916,E01000934,Camden 020D,E02000185,Camden 020,E09000007,Camden,E12000007,London,1619,1542,77,185.9,732,2.1,88491.19387892325,23.0,75.0,2.478260869565217,1.570952380952381,12.695652173913043,0.556521739130435,"POLYGON ((-0.1815852044426354 51.53914944454986, -0.1841562302962187 51.53822050516619, -0.1844179991442916 51.538484887250526, -0.1854581814057864 51.53840402433629, -0.1859831508878211 51.53873118506318, -0.1852491427213852 51.53898931784668, -0.1840212400937853 51.5393933205301, -0.1825973556485561 51.53979084845744, -0.1829078785564292 51.540519395540684, -0.1832654046907316 51.54063100721416, -0.1827243383816151 51.54092434987236, -0.1829258505946682 51.54123360012588, -0.1808917430112956 51.541801601951974, -0.1799774604446113 51.54170995200565, -0.1794969530468051 51.54170058123932, -0.1792548810100706 51.541188294049824, -0.1783590999032369 51.53979226140414, -0.178899509287185 51.5397715069856, -0.1801652202623812 51.53956524911498, -0.1808749458377024 51.539363028047426, -0.1815852044426354 51.53914944454986))",0.0002599128680698941,916,E01000934,Camden,575,2,35.446,0.269,0.185,7.421,0.761,0.335,27.939,30.056,1
917,E01000935,Camden 020E,E02000185,Camden 020,E09000007,Camden,E12000007,London,1415,1415,0,227.9,624,2.3,62940.184053298806,15.0,91.8,2.266666666666667,0.794545454545455,6.333333333333333,0.340456621004566,"POLYGON ((-0.1832654046921965 51.54063100721388, -0.1829078785592123 51.54051939554, -0.1825973556504376 51.539790848456505, -0.1840212400931852 51.53939332053193, -0.1852491427212591 51.53898931784614, -0.1859831508867816 51.53873118506392, -0.1865204851582251 51.53906162791093, -0.1873333591796562 51.53985286197446, -0.187895702004656 51.539602927535704, -0.1881854539391256 51.54013037469365, -0.1889856812461696 51.54039571407547, -0.1886301132543021 51.540480724324816, -0.1882052132237826 51.54080529080794, -0.1873902873262979 51.54064922866797, -0.1859684422223495 51.54070656496363, -0.1850503553823175 51.54070613274271, -0.1829898262494359 51.54120451135218, -0.1829258505934526 51.54123360012605, -0.1827243383817046 51.54092434987296, -0.1832654046921965 51.54063100721388))",0.00023832151471463362,917,E01000935,Camden,879,2,32.327,0.277,0.165,14.031,0.056,0.112,31.828,24.073,1
921,E01000939,Camden 024C,E02000189,Camden 024,E09000007,Camden,E12000007,London,1223,1197,26,155.6,446,2.7,77020.83216926808,118.0,141.55084745762713,1.584745762711864,2.87778947368421,12.516949152542374,0.415347109356861,"POLYGON ((-0.1216314315725734 51.53017448397307, -0.1217947404718575 51.529782777556115, -0.1210372392623043 51.53005140139189, -0.1214685651959555 51.52986014171256, -0.1212499312302848 51.5296460537343, -0.1204946342062333 51.529857984644, -0.1201035543508298 51.529397641208426, -0.1187775426577715 51.529767817968995, -0.1183266974885611 51.52940876383056, -0.1176163111503055 51.52903881685834, -0.1195273156509257 51.52868698928906, -0.1192521289203351 51.52836783959238, -0.1197206155418407 51.52827974172655, -0.1195667535090722 51.52746251788209, -0.1204627687072853 51.527676835778834, -0.1210656871738648 51.526951950737576, -0.1211848706544058 51.52755877689354, -0.121666056346082 51.52747393216773, -0.1224831819732705 51.52832177933013, -0.1224098055834063 51.528336368721924, -0.1224471332930286 51.52860789243088, -0.1233130901604035 51.529152955075126, -0.123607211796594 51.52904008326218, -0.1236347722181176 51.529066854171795, -0.1243777361477033 51.529789602544945, -0.1238161617175763 51.530035586348184, -0.1225876639492677 51.53069321941353, -0.1216314315725734 51.53017448397307))",0.0015320530391137858,921,E01000939,Camden,320,1,39.074,0.267,0.173,29.679,0.226,1.253,22.998,36.622,1
923,E01000941,Camden 025C,E02000190,Camden 025,E09000007,Camden,E12000007,London,1230,1203,27,283.4,557,2.2,45260.25454087061,75.0,161.65333333333334,2.346666666666667,1.94344262295082,9.56,0.445296803652968,"POLYGON ((-0.1233130901610085 51.52915295507512, -0.122447133293155 51.52860789243106, -0.122409805582069 51.52833636872104, -0.1224831819745001 51.528321779331236, -0.1216660563463758 51.52747393216765, -0.1211848706535707 51.52755877689513, -0.1210656871741169 51.52695195073871, -0.1212045819576241 51.52716715408905, -0.1222935949078785 51.52697775495294, -0.1220527727917852 51.52652428324583, -0.122653625951001 51.52600562726942, -0.1228809816602659 51.526366682069934, -0.1230288011149806 51.526644425071865, -0.123256622351581 51.52687475344705, -0.1241430916458765 51.526778136421804, -0.1247923398990042 51.52668530133807, -0.1250600235171927 51.527014434580494, -0.1248286588612058 51.52709643479242, -0.1244659793545216 51.527224957501545, -0.1250023572650697 51.527818746675905, -0.12443641414752 51.52777214634186, -0.1242376514545198 51.528018743929586, -0.1243967073924844 51.52862817340161, -0.1236347722171902 51.52906685417218, -0.1236072117961142 51.52904008326252, -0.1233130901610085 51.52915295507512))",0.001657083035895744,923,E01000941,Camden,390,1,38.035,0.271,0.178,17.189,0.509,1.164,22.309,34.655,1
932,E01000950,Camden 023D,E02000188,Camden 023,E09000007,Camden,E12000007,London,1431,1431,0,210.8,550,2.6,67939.29927454394,24.0,100.58333333333333,1.541666666666667,1.963333333333333,4.75,0.288926940639269,"POLYGON ((-0.1424115337956175 51.533170176487765, -0.1401118130254261 51.53177954181899, -0.1391408534140727 51.5319132116336, -0.1391169716237668 51.53182672977057, -0.1387075355485611 51.53031479324057, -0.1386447993539184 51.529378579258214, -0.1386561616798212 51.527890367994495, -0.1392085446184278 51.528142981140824, -0.1395857326290461 51.52854821235095, -0.1391691237720561 51.52854160424114, -0.1391777714060837 51.529036328187075, -0.1397112230666896 51.52903579679267, -0.139740178129235 51.52938722369372, -0.1407492839622025 51.52938881625453, -0.1408006068757392 51.530332329709125, -0.1408089246314417 51.53040207234886, -0.1412947855131568 51.53159727394674, -0.1430977523461444 51.532781325298, -0.1435303031017169 51.53341344531741, -0.1439120189148131 51.53421906041437, -0.1436311025227162 51.53433276746815, -0.1424115337956175 51.533170176487765))",0.00035325651362719485,932,E01000950,Camden,283,1,39.726,0.296,0.179,37.491,0.458,0.178,23.919,39.712,1
933,E01000951,Camden 023E,E02000188,Camden 023,E09000007,Camden,E12000007,London,1538,1538,0,319.1,603,2.6,49221.0094117381,28.0,95.10714285714286,4.178571428571429,1.8292,12.464285714285714,0.286301369863014,"POLYGON ((-0.1408006068753934 51.53033232970995, -0.1407492839625718 51.529388816253494, -0.1397401781260321 51.529387223694485, -0.1397112230680262 51.52903579679452, -0.1391777714074103 51.52903632818805, -0.1391691237707654 51.5285416042432, -0.1395857326297299 51.528548212353044, -0.1392085446190932 51.528142981139716, -0.1400607628016221 51.52813587713938, -0.1402215936016877 51.52854031033888, -0.1408137681213756 51.528513727510216, -0.1408690463876808 51.527156738239235, -0.1415588453399445 51.52728450828591, -0.1415168624036491 51.52804821339193, -0.1424449408730852 51.52853057680512, -0.1429569062138372 51.528525769704316, -0.1431102041718675 51.52876592174588, -0.1438309526711922 51.5287683363438, -0.1438539467930641 51.52912885805036, -0.1438599725932197 51.529383737351594, -0.1433966113127704 51.52938006446563, -0.143321498464056 51.52959657458096, -0.141920369340378 51.52975222463473, -0.1418067751469457 51.530309559809105, -0.1413133847236776 51.53010559909409, -0.1408006068753934 51.53033232970995))",0.0005688627749540348,933,E01000951,Camden,690,2,34.249,0.29,0.151,24.049,0.281,0.252,22.398,35.298,1
934,E01000952,Camden 022A,E02000187,Camden 022,E09000007,Camden,E12000007,London,1729,1728,1,198.7,675,2.6,85285.84998549482,47.0,101.82978723404256,4.914893617021277,1.976315789473684,6.0,0.297056251821626,"POLYGON ((-0.1349572618139203 51.53530840168988, -0.1343608875645067 51.534485782370204, -0.1336892714931624 51.534758389522295, -0.1330485800717049 51.535178898834644, -0.1318564600738793 51.53462252042886, -0.131639157329361 51.53449884810221, -0.1318521312367791 51.53433135569006, -0.1312310691692163 51.5338400057262, -0.1324169886516848 51.53352982089692, -0.1314430503209429 51.53252810501539, -0.1328625367391398 51.532302802259125, -0.1336364856562646 51.53303987699428, -0.1345344138914242 51.53268544072839, -0.1351875284516206 51.53262688863001, -0.1357580961364615 51.53300880390099, -0.136527487050228 51.532589668035016, -0.1368555129815004 51.53244421833683, -0.1375255610650196 51.53287211878722, -0.1361987765553371 51.533595839540176, -0.1355206710841004 51.534412830862976, -0.135486581345037 51.53522201713474, -0.1373858860727106 51.53474607450642, -0.137716323140825 51.53508873649808, -0.136915049728956 51.53515825878293, -0.136742451325396 51.53547294304713, -0.1350499150656873 51.535626679846544, -0.1349572618139203 51.53530840168988))",0.0005510879003726132,934,E01000952,Camden,783,2,33.388,0.23,0.156,22.022,0.303,0.988,23.684,31.163,1
935,E01000953,Camden 022B,E02000187,Camden 022,E09000007,Camden,E12000007,London,1643,1643,0,27.2,708,2.3,601716.0977626885,120.0,116.025,1.908333333333333,2.416060606060606,16.458333333333332,0.340342465753425,"POLYGON ((-0.1310642514005942 51.54211791449179, -0.1307090321465974 51.54112542940441, -0.1288417667761398 51.54110558926138, -0.1275595638019023 51.541060635700276, -0.1250868491865236 51.541121678965766, -0.1235377008851965 51.539044851287215, -0.1224626293257916 51.53712964956017, -0.1224166425811317 51.53695241784863, -0.1223342315116434 51.535687302453674, -0.1223386765925375 51.535518674368916, -0.1223965325954934 51.53358890208082, -0.1225272359621866 51.531729546423826, -0.1225565942578218 51.530725805569745, -0.1225876639455696 51.53069321941391, -0.1238161617203064 51.53003558634739, -0.1249366662008016 51.530939803474396, -0.1267902233294652 51.53065086685884, -0.127749490276439 51.53244248698178, -0.1294633052233639 51.5317863980745, -0.1303448924196576 51.5314337025694, -0.1299146650371194 51.53097528657656, -0.1311072607873525 51.53069585909983, -0.131492491731016 51.53098545729762, -0.13188934216162 51.53082721530022, -0.1319154412950018 51.53085707235618, -0.1316133678245535 51.53103831610385, -0.1328370722759948 51.53227818916126, -0.132862536742611 51.53230280226019, -0.1314430503174309 51.532528105018194, -0.1324169886509326 51.53352982089701, -0.1312310691714615 51.533840005724414, -0.1318521312390337 51.53433135568648, -0.1316391573253775 51.53449884810482, -0.1318564600712012 51.53462252042876, -0.1312431445957218 51.53489704924158, -0.1321079503135206 51.53535060913541, -0.1314747178069721 51.535671160325386, -0.1299058945096017 51.53555733355949, -0.1300585270488354 51.53732683523191, -0.1288144875769695 51.53690381145352, -0.128219271281457 51.53719253370726, -0.1297653748681461 51.540527793533386, -0.1310769977707063 51.540411875644985, -0.131764407939024 51.54053705617084, -0.1318100218258466 51.54119022284898, -0.1317059111570955 51.54181395573723, -0.1320711023373091 51.54197228338362, -0.1310642514005942 51.54211791449179))",0.00019942959885265848,935,E01000953,Camden,443,1,37.205,0.256,0.132,23.08,0.572,1.685,21.695,33.191,1
936,E01000954,Camden 022C,E02000187,Camden 022,E09000007,Camden,E12000007,London,1656,1656,0,298.4,642,2.6,53909.55924136786,20.0,100.5,3.4,1.896666666666667,12.25,0.411369863013699,"POLYGON ((-0.1336364856568796 51.53303987699521, -0.1328625367401976 51.53230280225949, -0.1332994861960261 51.53216263914868, -0.1336746957369742 51.53250471251055, -0.134059693155858 51.53242914935594, -0.1340017880043397 51.53210341062097, -0.1348019407655479 51.53227245237052, -0.1349717236134269 51.5317000103466, -0.1348593654651903 51.53154373298947, -0.1352465498782678 51.53139287968087, -0.1351383920710308 51.53121989836698, -0.1352800283169891 51.531183994815, -0.1367928078123295 51.53097456968927, -0.1391169716235753 51.53182672977106, -0.1391408534150482 51.531913211634944, -0.1393024247140149 51.53249830753741, -0.1382096303996639 51.53266196046441, -0.138006473133232 51.532705901531905, -0.1375255610679045 51.53287211878763, -0.1368555129815902 51.53244421833658, -0.1365274870502685 51.53258966803493, -0.1357580961360497 51.53300880390138, -0.1351875284515347 51.53262688863088, -0.1345344138898397 51.53268544072952, -0.1336364856568796 51.53303987699521))",0.0003709917180078309,936,E01000954,Camden,629,2,34.893,0.27,0.175,37.11,0.352,-0.474,21.731,31.142,1
937,E01000955,Camden 022D,E02000187,Camden 022,E09000007,Camden,E12000007,London,1595,1505,90,249.6,657,2.3,63288.408375344305,33.0,83.54545454545455,2.909090909090909,2.945862068965517,5.96969696969697,0.242839352428394,"POLYGON ((-0.133674695736642 51.53250471251039, -0.1332994861957575 51.53216263914983, -0.1328625367407887 51.53230280225886, -0.1328370722805791 51.532278189163264, -0.131613367824941 51.53103831610261, -0.13191544129007 51.530857072354536, -0.1318893421572966 51.5308272153034, -0.1309804394904343 51.52992045706418, -0.1309314830476868 51.529630981972154, -0.1313191894886193 51.52973453860816, -0.1306374308617553 51.52907800585171, -0.1313662823560811 51.52880343251717, -0.131861207554344 51.529031883536064, -0.1329989889193405 51.52973521697842, -0.1333519208809185 51.529646808190556, -0.13474040450016 51.53088834834815, -0.1351383920710992 51.53121989836644, -0.1352465498791917 51.53139287968135, -0.1348593654654785 51.531543732989235, -0.1349717236136678 51.53170001034551, -0.1348019407657873 51.53227245237199, -0.134001788003262 51.532103410620515, -0.1340596931567623 51.5324291493555, -0.133674695736642 51.53250471251039))",0.000521422498165652,937,E01000955,Camden,796,2,33.231,0.218,0.159,32.989,0.238,0.817,21.557,31.146,1
938,E01000956,Camden 022E,E02000187,Camden 022,E09000007,Camden,E12000007,London,1532,1532,0,96.5,608,2.5,160098.01108729636,70.0,108.42857142857143,4.314285714285714,1.946333333333333,7.371428571428571,0.238825831702544,"POLYGON ((-0.1277494902815391 51.53244248698031, -0.1267902233318592 51.53065086686173, -0.1249366662038881 51.530939803477494, -0.1238161617160824 51.53003558634847, -0.1243777361496054 51.52978960254487, -0.1269661977918317 51.528784711719474, -0.1307915671584874 51.52732003690446, -0.1319224684138362 51.528370364045976, -0.1333519208819914 51.529646808191124, -0.1329989889208436 51.52973521697918, -0.1318612075523623 51.529031883535026, -0.1313662823540362 51.52880343251732, -0.130637430861687 51.52907800585253, -0.1313191894912607 51.52973453860633, -0.1309314830454769 51.52963098197186, -0.1309804394888875 51.529920457063625, -0.1318893421581712 51.530827215302295, -0.1314924917324865 51.53098545730085, -0.1311072607905384 51.53069585910314, -0.1299146650377567 51.53097528657752, -0.1303448924163504 51.531433702565906, -0.1294633052201961 51.53178639807489, -0.1277494902815391 51.53244248698031))",0.0004372321650006709,938,E01000956,Camden,755,2,33.601,0.227,0.144,26.225,0.034,0.769,23.543,47.171,1
